SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
21,0.001,47.278,0,0,0,1.322,0,0,0,0,0,0,0,0,0.003,3866.411,105.852,118.305,4578.336,131.99,34384.216,28.338,437.999,802.919,0.002,0.001,200.124,0,0,0,0,0.001,0,57.002,0.001,773.665,163.077,0.001,0.001,0.002,7.02,0,0.001,0.001,0,0.002,0.001,0,0,0.003,0.001,0.001,0.001,0.001,0.001,0,0.001,0.001,0,0,0,0.001,0.001,0.002,0.001,0.001,0.001,0,0,0.001,0.001,0,0.001,5.007,146.893,0,235.435,159.687,690.826,0,0,44.385,0,0,0,2.096,0,0,0.001,0.001,0.001,0,0.002,0,0.001,0,0,0,0.001,0,0.001,0,0,0,0,0,0.001,0.001,555.078,0,6.987,64.194,0,0,0,0,0,0,0,0,0,423.769,1140.704,0,0,0,0,0,0,0,0,2914.103,2882.877,3288.666,3496.134,846.267,7.694,64.299,59.01,0,21.102,742.018,71.259,465.652,1572.387,21045.483,0,0,0,0,0,0,0,4.205,97.346,0,179.928,31.955,2371.956,0,9493.087,3792.317,4180.185,0,0,0,156551.311
22,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,407.268,0.001,0,63.408,0,0,1710.168,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0.001,0,0.001,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.001,0.001,0.001,0,0,0,0,0,0,0.001,0,0.001,0,0.939,0,2.914,0,0,11.876,0,0,0,0.962,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.019,0,0,0,0,0,0,0,0,0,0,0,0,129.229,351.5,0,0,0,0,0,0,0,0,705.508,338.98,69.662,99.029,0,0,0,0,0,8.799,73.043,26.148,148.408,310.164,4424.015,0,0,0,0,0,0,0,0,0,0,40.063,29.312,201.91,0,1776.934,776.831,517.518,0,0,0,1587.358
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,2.241,5.111,0,0,149.399,20.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.847,13.439,33.765,3.451,0,3.989,0.452,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,8.394,152.401,0,0,0,0,0,0,0,0,9.991,44.907,183.05,42.445,60.772,0.356,2.972,2.257,0,0.532,8.143,6.851,15.763,73.744,1130.867,0,0,0,0,0,0,0,0,7.999,2.161,27.613,5.907,33.666,0,579.781,118.207,169.461,0,0,0,76922.023
24,0.001,0.001,0,0,0,0,0.001,0,0,0.001,0,0,0,0,0.004,99.578,66.293,660.884,2777.139,652.611,384.197,0,1329.442,1784.422,4794.192,0.001,0.001,0,0,0.001,0.001,0.001,0,0.001,0.002,10.339,0.001,0.002,0.001,0.003,0,0,0.001,0.001,0.001,0.002,0.001,0,0,0.004,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0,0,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0,0.001,0.001,0.001,0,0.001,0.001,6.299,0,121.084,80.734,313.363,111.978,0.922,59.009,8.55,0,0.001,1.691,0,0,0.001,6.361,0.001,0.001,0.003,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0.001,260.183,0.001,0.001,8.283,0,0,0,0,0,0,0,0,0,0,422.96,0,0,0,0,0,0,2.484,0,579.591,230.489,535.623,123.062,39.227,3.103,521.304,35.558,0,5.157,261.472,48.535,861.223,762.694,8027.187,0,0,0,0,0,0,0,0,30.141,26.541,162.98,17.181,153.48,0.001,1518.352,1409.107,923.159,0,0,0,106082.286
25,0.001,251.681,0,0,0,0,0.001,0,0,0,0,0,0,0,0.003,1265.899,0.001,0,0.001,1.466,0,0,0,0.001,6493.661,0.001,0.001,0,0,0,0,0.001,0,0.001,0.002,0.001,0.001,0.001,0.001,0.002,0,0,0.001,0.001,0,0.002,0.001,0,0,0.003,0.001,0.001,0.001,0.001,0.001,0,0.001,0.002,0,0,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0,0.001,0.001,0.001,0,0.001,0.001,14.178,0.367,31.492,14.229,71.47,258.417,0,14.151,8.422,0,0,1.444,0,0,0.001,0.001,0.001,0.001,0.002,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0.001,99.543,0,0.001,13.56,0,0,0,0,0,0,0,0,0,5.88,394.19,1.35,0,0,0,0,0,0,0,128.382,38.33,23.472,9.775,0,1.325,11.809,16.35,0,27.742,520.411,158.347,476.775,787.936,9838.974,0,0,0,0,0,0,0,0,23.474,0.597,148.778,14.672,63.676,0,1138.196,125.886,1083.534,0,0,0,172240.735
26,46.174,3.236,0,0,26.655,18.047,0.001,0.778,0.001,0.001,0,0.001,0,0,1684.6,37.477,35.602,0.773,0.001,0.766,2.075,0,23.613,0.003,15.741,4163.813,1222.39,0,113.27,165.56,779.349,1238.179,113.912,17.459,0.003,0.003,0.671,124.146,1622.754,164.823,0.001,0,0.001,0.001,0.001,0.541,0.002,0.001,0,361.397,41.424,0.001,0.001,0.001,0.001,0.001,0.001,0.539,0,0.001,0.001,0.002,0.002,3762.818,96.87,548.525,360.155,164.665,189.698,0.002,1001.333,921.133,941.483,421.356,1916.852,32.713,74.261,2104.829,1672.158,0.001,0,34.538,18.447,0.001,1.504,35.385,21.987,4.282,0.001,201.469,5.003,7.002,0.591,0.001,0.001,0,0.001,0,109.103,65.655,59.276,0.001,0,0.001,7.841,6.489,0.002,77.947,203.841,1.351,53.167,16.597,0.001,0,0.001,2.364,0,0,78.575,5.614,101.508,0.001,16.414,11.088,24.518,0.001,0.001,0,0.001,1.106,20.083,262.034,1202.586,865.436,306.928,1.436,0,0.001,0,0.001,0,10.952,20.473,304.629,1010.839,257.184,8.106,0,0,22.114,19.178,0.001,415.368,1.812,20.484,0.001,37.643,22.955,925.202,0.001,546.977,652.109,350.935,0,0,0,928.279
27,0,3.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,12.787,102.386,0,0,0,0,0,93.191,0.814,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.664,0,86.927,0,0,0,0,0,0,0,6.549,56.259,3.668,0.181,31.293,33.947,0,0,0,0,0,0,0,0,0,0,2.391,45.149,0,4.928,0,0,0,0,0,0,0,10.265,0,0,0,0,0,0,0,1.759,0,0,0.681,0,0,0,2.521,0,1.51,8.823,4.377,9.346,0,2.875,2.795,2.652,0,0,0.089,0,0.544,0.363,4.129,0,56.039,0,0.529,6.803,1.561,0,0,0,0,0,2.511,0.681,13.411,8.079,0,6.784,8.161,3.62,0,0.963,0,1.651,0,94.911,2.824,22.6,6.614,102.331,24.31,86.228,0,0,0,31015.268
28,0.001,8.303,0,0,1.659,0,0,5.594,3.177,0,3.979,0,0,0,20697.53,0,0.001,0,0,0.001,0,0,0,0.001,14.924,0.001,0,7353.671,2761.357,13765.099,3831.78,0.001,0,0,141.813,0.001,0.001,175.095,0,21.21,0,0,0,0,6.176,17.644,0.001,0,0,0.002,0,0,78.509,0,0,0,0.001,0.001,0,0,0,0.001,0.001,0.001,811.953,229.55,0.001,0,131.584,5.319,3025.219,0,0.001,537.834,69.117,0,0,0,7.031,0,2272.766,0,0,0,0,0,0,0,0,37.402,183.233,82.693,0.001,0,0,0,0,0,17.499,0,212.667,0,0,0,280.97,0,0.001,0.001,81.908,0,0.001,3.789,0,0,0,11.331,0,0,4.036,15.379,6.782,0,2.594,0,302.346,2.019,0,10.427,0,0,2.427,67.477,0,10.774,112.177,38.333,5.677,0,0,0,0,5,14.02,77.423,11.368,55.038,0,0,0,27.046,0,0,0,0,30.47,0,45.11,47.149,36.006,0,113.863,0,249.009,4.834,0,0,-6694.721
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16593.723,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,1909.044,1492.694,0,0,0,0,0.001,0.001,0,396.43,0,4.314,0,0,0,0,0,0.001,0,0,0,19.091,0,0,113.995,0,0,0,0,0.001,0,0,0,0,0,0.001,153.991,827.594,0.628,0,59.878,0,1952.823,0,276.149,150.367,6.338,0,0,0,16.209,0,0,0,0,0,0,0,0,0,0,1.437,207.252,673.411,0.001,0,0,0,0,0,10.085,0,173.729,0,0,0,0,70.673,0,0,14.25,0,0,0,0,115.35,0,0,0,0,0,0,0,0,4.484,0,1.76,0,0,1.717,0,0,2.797,115.779,0,50.918,119.601,54.379,0.818,0,0,0,0,0,0,57.634,0.728,254.812,0,0,0,9.975,0,0,0,0,15.052,0,55.709,27.173,3.61,0,1342.704,1.384,57.876,3.482,0,0,-6433.014
30,508.127,19.275,0,0,162.952,0,0.001,0,149.366,124.002,183.515,6.16,0,0,18425.279,10.779,0.001,0,0.001,63.035,0.001,0,0.001,0.002,424.06,45.438,0.001,12.649,150.095,5183.091,535.438,40.873,1.763,0.001,18.086,4.222,24.547,484.574,8.929,169.355,12.33,0,9.131,280.22,118.547,106.313,0.001,0,39.912,171.053,5.672,26.482,295.822,0.001,42.004,239.15,116.899,23.611,0,0,0.001,0.001,502.773,0.002,423.466,1503.173,0.973,12.287,115.913,0.001,528.269,295.646,23.281,146.15,7580.742,141.054,670.174,207.217,1573.332,0,286.793,0,228.755,0,5.516,24.853,92.918,99.845,21.991,80.152,414.303,982.171,472.241,89.171,5.471,0,0,0,8999.815,5.179,167.736,0.001,6.983,4.409,217.282,487.885,36.11,28.059,194.534,24.767,20.25,3.383,2.115,94.097,8.749,485.532,1.11,5.292,64.846,760.286,24.216,3.067,20.838,0,19.085,39.661,6.83,59.84,0,2.028,22.747,157.443,2.471,51.942,96.138,68.442,1.267,0,0,0,0,0,0,63.359,564.91,545.389,9.909,4.128,4.701,0,14.07,0,0,2.216,50.517,17.107,139.225,42.079,84.729,0.001,2163.282,19.288,487.636,10.789,0,0,1273.444
31,0.001,0.001,0,0,0,0,13.841,7.532,4.491,7.202,6.25,15.445,0,0,153.483,12.805,23.066,36.647,37.089,68.089,42.181,0,74.488,176.33,255.499,26.592,1.931,25.373,16.791,54.187,1787.59,22203.73,1762.658,53.059,143.162,0.001,116.645,212.835,16.833,274.182,32.543,4.611,6.894,109.992,17.464,68.642,30.673,24.341,25.282,149.952,7.79,16.21,23.547,0.001,16.619,0,16.831,45.194,1.02,9.796,9.363,67.725,25.983,217.318,28.257,129.684,25.145,1.024,18.766,24.233,33.079,3.001,141.324,96.884,600.351,20.005,60.506,78.726,341.279,7.988,17.882,2.572,48.472,689.607,14.558,431.514,72.189,40.273,566.875,28.203,144.454,25.416,607.935,319.251,289.765,0.306,8.826,15.349,495.984,6.151,54.469,1056.661,90.572,84.953,116.387,55.277,264.632,449.744,57.534,151.658,380.043,356.249,49.119,15.069,1234.303,173.925,5.857,28.632,769.288,129.556,70.309,34.814,21.391,16.871,51.813,73.281,40.863,13.338,27.746,29.973,24.016,49.146,21.522,206.152,33.305,25.707,6.019,2.236,7.075,0,0.667,4.713,20.482,23.565,624.431,325.932,20.924,2.179,12.409,8.157,22.283,0,1.515,5.848,60.858,54.185,17.008,22.21,237.709,75.256,3432.982,205.917,610.204,0,0,0,7787.619
32,409.435,8.38,0,0,0.001,0.001,67.158,10.081,22.043,32.425,18.406,6.529,0,0,2432.936,672.124,1363.765,1673.716,1746.999,2763.966,1938.514,192.168,3639.524,3024.974,6971.353,192.674,20.693,347.704,147.506,205.513,1907.134,3478.164,3134.982,163.132,1063.363,584.485,2930.96,2774.933,140.605,894.517,409.5,70.546,153.192,148.222,138.32,638.05,189.42,154.565,218.108,1066.566,66.583,54.62,95.869,2.58,79.731,3.38,120.18,221.152,0,145.893,426.922,86.02,226.586,4921.494,390.29,1188.001,276.139,10.053,190.053,57.031,878.169,92.405,672.422,682.522,5740.768,107.105,1037.615,356.071,1479.843,21.388,10.378,0,178.724,82.069,42.878,992.359,680.134,154.582,152.799,50.338,261.432,151.96,278.057,353.364,51.6,0,1.313,272.012,420.06,10.064,139.349,481.161,157.904,160.452,196.448,144.614,453.313,556.97,122.836,577.534,559.412,87.26,171.849,30.631,392.549,394.137,21.169,67.308,1290.688,432.906,255.59,11.921,35.209,58.172,255.293,127.402,48.264,563.851,11.304,88.841,39.039,1532.676,788.476,787.176,100.484,65.104,6.267,31.424,18.942,0.001,2.679,11.04,15.919,49.859,1591.322,4242.956,14.005,16.044,34.881,15.014,84.508,0.001,4.055,5.479,157.443,317.94,29.268,29.745,2580.013,205.356,3518.311,1540.562,1389.595,0,0,0,3487.809
33,2.711,4.98,0,0,0,0,4.892,0.532,0,0,0,0,5.234,0,19.278,0,0.001,1.057,21.449,5.756,0.473,0,0,0.001,3.315,0,0.682,0,0,2.66,0,0,493.259,0.824,0.587,129.132,32.53,0.001,0,0.001,0,0,0,0,0,4.412,0,0,0,1.972,0,0,0.68,0,0,0,0,0.001,0,0,0,0,0.875,0.001,0.001,1.738,0,0,0,0,0.001,0,0.001,0,5812.501,97.029,89.572,114.823,4056.17,4.941,4.635,0,134.664,61.484,4.117,126.24,17.011,7.117,190.117,328.204,196.251,315.016,5087.952,422.062,664.905,0,1030.195,221.342,79.54,11.113,42.641,398.916,319.401,175.233,336.254,320.614,290.926,987.145,78.258,2105.412,380.58,713.798,48.929,4.735,182.027,416.299,138.298,13.33,37.644,960.671,9.602,0,47.091,237.09,398.835,172.902,85.812,93.295,28.143,89.297,26.678,1331.928,55.785,1010.084,286.268,7.859,32.623,34.77,44.014,21.421,255.098,8.328,44.373,52.661,357.249,533.551,56.084,1.155,3.948,0,66.507,0,12.313,133.527,28.036,353.685,214.262,15.705,1262.08,55.242,4421.619,481.871,902.531,0,0,0,2305.397
34,3779.558,2550.511,3.938,18.499,290.974,57.382,5460.039,458.672,627.916,751.946,820.366,8787.578,1.711,226.118,36896.674,43.566,132.007,247.176,166.579,424.181,68.862,20.332,242.878,361.226,765.231,38.57,3.351,125.772,227.385,346.141,502.583,405.705,286.506,11093.861,4324.47,292.183,1099.96,405.304,87.917,354.13,780.333,75.362,129.181,64.38,79.884,176.077,106.9,121.888,244.279,302.807,176.462,14.858,31.655,5.938,12.008,0,59.274,54.022,0,35.306,37.362,50.836,279.456,119.812,40.062,253.553,101.403,5.523,19.8,3.862,150.465,16.647,283.131,309.03,3826.278,620.299,394.012,281.541,2238.489,27660.083,3319.803,2322.322,18803.135,2132.106,127.849,1357.733,6954.751,3061.096,236.991,89.63,435.556,883.026,218.438,3576.146,3150.492,181.81,3.967,17.027,5128.723,576.547,838.694,303.462,31.643,108.929,1081.786,24.68,1644.31,110.48,394.714,49.857,125.783,933.693,109.652,170.268,116.084,154.258,35.873,154.136,3684.365,179.02,1488.353,29.938,205.506,501.576,414.154,14.297,26.388,81.119,19.517,50.718,74.004,1154.998,590.831,326.234,50.093,146.928,26.277,37.461,50.69,17.508,42.393,100.741,196.984,360.138,669.262,3436.731,678.007,10.703,91.054,31.813,97.987,11.708,229.27,89.199,319.223,142.971,413.414,25.674,9227.052,461.582,46096.831,1923.125,42129.634,23.694,0,0,249731.709
35,19453.369,2609.675,0,0.001,9.684,2209.485,12103.15,473.907,421.345,851.81,1032.983,2651.912,18.349,195.929,7016.992,1450.563,289.384,1353.034,505.827,906.847,193.21,0.001,479.129,1759.27,2360.465,10229.925,58.145,358.122,787.581,400.836,3349.698,3254.863,2972.688,32307.474,91761.792,6256.161,17661.646,58720.222,7641.91,3677.155,1585.439,247.202,239.572,228.933,56.681,847.38,1985.322,244.178,1208.353,945.237,357.927,91.035,79.974,15.92,91.944,1.491,1669.573,739.109,5.419,39.966,438.092,95.182,1436.417,836.481,782.328,4069.464,808.463,3.626,400.088,42.868,470.303,11.689,4056.856,2032.772,1902.299,50.165,26.463,51.346,375.39,0.002,62.251,7.589,352.268,6.286,5.156,85.161,27.852,331.292,1287.831,355.719,804.3,38.995,1063.267,66.829,110.774,0,5.21,32.606,13735.042,7.261,0.004,0.003,122.12,70.044,4926.563,613.802,541.874,688.888,1935.055,478.989,1190.285,94.829,1122.434,317.14,91.985,437.501,4.148,28.433,5688.234,322.351,1444.004,143.301,46.509,95.02,2162.94,432.946,4865.397,388.931,2094.824,2080.582,1341.099,3543.671,339.393,53.932,13.103,28.289,0.001,0.002,1.254,0.002,0.001,166.78,78.357,96.848,30.557,1346.707,109.578,7.716,431.625,196.738,5.48,1.632,21.448,89.03,7.262,52.759,92.466,39.331,5571.503,97.353,8068.364,17279.646,9646.052,458.622,0,0,-23662.081
36,0.002,2680.574,0,0,0.001,563.059,0.001,0,0.001,0.001,0,0.001,0,0,653.942,619.898,50.193,0,0.001,0.002,0.001,0,0.001,0.003,0.004,0.002,0.001,0,0,286.376,0.001,0.002,0.001,0.001,0.003,85385.065,0.002,0.003,0.001,0.005,0.001,0,0.001,0.001,0.001,0.004,0.002,0.001,0,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0,0.001,0.001,0.002,0.002,0.004,0.003,0.003,0.002,0,0.001,0.002,0.002,0,0.002,0.002,112.462,0,0,0.001,1073.592,0.001,0,0,0.001,0.001,0.001,0,0.001,0,0.001,0.002,0.002,0.001,0.004,0.001,0.001,0,0.001,0,0.002,0,0.001,0.001,0,0.001,954.61,0.001,0.002,0.002,3664.209,0.001,1886.083,239.795,0.001,0,0.001,0,0,0,0.001,0.001,0.001,0.001,0,0,7872.465,856.581,6140.81,5925.559,8283.448,4828.784,1334.907,19974.87,2418.811,94.165,0,0,0,0.001,0,0.001,464.933,840.004,0,37.672,0,0.002,0.001,0,0,0,0,0.001,0,79.466,0,0.001,0,35.523,4416.363,0.001,4.401,442.31,41.459,0,0,0,165512.632
37,41.791,12.021,0,0,0,0.336,0,0.275,1.642,1.676,7.196,2.973,0.542,0.241,2154.446,0.781,10.361,13.129,7.709,40.864,0.245,0.515,18.611,36.989,38.58,66.169,30.744,15.877,171.983,151.662,48.68,626.862,57.683,12.579,275.25,2.852,1317.686,132.625,4.925,77.685,2.083,1.928,1.01,2.516,0.532,59.533,134.047,54.089,204.934,237.341,4.383,25.154,34.093,0.235,3.293,0.616,9.09,88.497,0,10.959,167.571,34.471,6.344,3098.261,327.357,356.923,46.721,4.993,111.288,28.098,332.357,0.659,128.4,190.873,104.225,17.069,10.413,3.334,58.159,0.365,40.32,0,9.951,7.464,0,4.798,1.354,38.98,0.708,6.447,61.087,118.344,17.289,2.898,2.113,0,0,0.225,578.318,8.498,23.486,0,0.193,0,103.938,0,12.713,54.66,198.966,12.432,2.133,225.622,35.52,0.817,284.616,4.743,0,76.354,660.057,7.952,269.986,65.139,43.355,28.231,31.055,2.785,6.592,27.215,0.441,3.524,5.018,23.787,8.109,93.961,26.484,23.628,0,0.409,1.035,0,1.22,0,1.208,53.368,11.537,51.217,94.371,3.387,36.754,3.542,759.208,0,52.897,6.416,2.751,3.633,23.99,8.126,158.685,5.822,412.093,378.999,313.245,0.208,0,0,111931.606
38,473.37,89.046,1.384,6.504,26.685,41.838,98.398,32.659,32.638,87.502,322.465,18.493,0.001,0.001,26115.171,231.535,259.47,547.53,442.212,1717.712,1194.563,40.016,755.801,10941.658,6463.015,186.798,54.961,40.811,14.917,863.563,305.978,2053.313,1506.996,359.711,1906.545,1821.229,4610.061,13138.411,512.083,796.782,270.625,31.846,50.008,44.004,46.549,677.07,204.652,352.199,96.837,2666.366,718.497,272.621,790.427,92.223,153.613,23.933,690.3,1467.561,47.148,171.227,1149.556,213.44,446.4,8169.12,850.926,5570.583,1616.759,0.971,665.801,675.5,1268.597,1003.674,2491.581,1552.404,19794.518,905.415,1518.01,539.622,5756.363,0.001,3.39,0,644.458,31.546,138.678,211.402,3196.208,269.431,319.088,116.949,3747.526,390.257,2227.599,18.555,109.503,0,1.395,295.033,51.549,229.335,713.813,1400.16,24.707,49.64,2693.198,650.192,2971.72,580.088,1385.533,524.203,230.774,100.271,28.57,7.935,167.447,215.808,11.66,102.262,1059.953,854.019,332.843,19.569,225.917,32.708,4294.327,809.177,213.605,538.971,180.096,1657.513,736.571,2841.115,1212.867,447.605,199.186,388.227,2.853,20.662,14.084,4.972,9.484,38.527,43.211,185.893,110.019,7455.526,1559.356,65.066,283.992,197.135,164.556,0.001,21.534,163.794,91.388,35.953,174.45,31.59,431.01,0.001,2658.33,2574.301,2948.806,8.908,0,0,-20687.244
39,480.623,314.987,0,0,7.193,3.173,11.939,221.234,238.175,182.871,2.876,11.212,0,0,4514.461,0,0.001,39.55,1.939,23.826,2.31,0,18.66,7.689,35.047,43.778,43.328,3.072,0,74.429,52.87,0.776,200.509,1.341,22.425,0.002,259.151,88.784,1955.426,94.087,0.936,0,0.001,0.001,46.848,195.456,0.001,39.457,0,2383.688,28.916,8.355,256.816,0.001,0.001,0,0.001,2.986,0,0,190.563,0.001,0.001,11258.827,2311.099,1763.5,21.828,22.367,107.879,739.615,96.899,107.656,195.151,16.676,151.536,52.399,36.84,11.437,279.441,412.277,0,0,411.753,51.002,0.001,1.677,1.065,5.449,0.001,4.055,309.915,3.897,123.18,26.265,17.715,0,0,0,243.683,151.705,24.618,0.001,0,0,400.481,11.556,177.9,1.549,622.135,18.043,4.471,31.823,7.704,0.642,10.624,19.3,0,28.913,139.977,22.922,93.721,2.793,1.405,142.878,0.828,31.728,8.291,4.035,92.925,145.233,61.794,315.733,89.975,235.921,41.951,0,0,0,0,1.34,0,0,0.76,0.874,11.635,125.27,679.551,0.626,261.113,27.548,14.232,0,0,164.045,38.528,66.472,12.573,25.542,1704.084,0,559.902,783.012,1426.904,0,0,0,3190.691
40,28.692,0.005,4.371,20.532,5.162,25.497,1155.736,137.176,108.664,0.002,403.796,65.489,0.001,0.871,68119.946,0.002,3.041,3.951,129.072,171.997,0.886,0.001,6.818,240.555,4241.864,21.34,0.003,60.849,22.863,541.557,295.242,0.005,0.616,1273.009,317.258,326.483,730.825,1296.69,4.45,10960.652,1504.555,192.184,9.106,124.391,152.802,191.606,431.133,192.878,114.086,982.022,103.64,183.08,296.307,19.51,9.146,0.001,178.841,107.004,0.001,39.188,157.269,68.242,1029.041,7504.371,488.205,2041.984,68.451,2.255,312.39,1.107,226.901,7.928,445.182,321.652,123.171,152.645,46.056,383.064,780.324,0.002,10.23,0.001,187.534,0.001,0.002,6.737,19.551,51.62,5.111,1.555,2732.249,1340.165,407.838,34.459,38.132,0,0.002,12.969,183.531,47.832,561.401,82.551,0.001,0.002,1982.386,301.872,312.255,823.085,1109.675,44.884,5.138,67.189,97.275,462.594,0.002,31.223,0.001,11.991,236.074,22.729,241.637,21.38,25.821,33.749,749.612,442.266,315.823,21.317,52.56,1192.806,15.854,1909.502,134.329,112.632,71.895,165.125,6.182,0.002,0.001,4.618,0.001,0.002,0.874,150.556,91.161,2253.293,342.998,0.72,114.716,49.825,5.721,638.633,0.001,0.001,23.473,0.001,166.806,29.334,833.608,0.002,423.223,372.766,2760.771,89.48,0,0,-18228.12
41,0.001,0.001,0,0,0,0,4934.283,17.059,133.748,347.24,268.441,0,0,0,1866.022,0,0.001,0,0,0.001,0,0,0,0.001,0.001,14.768,0,0,0,144.9,0,67.404,12.328,0,37.594,0.001,0,71.199,954.529,423.519,11526.462,9738.143,65.09,80.518,1177.05,12625.489,21261.787,5300.031,1244.717,19455.43,710.981,1316.873,1096.873,2.425,139.889,20.652,405.317,247.154,0,96.794,1776.24,1680.386,982.255,7492.384,4062.23,18048.911,3753.112,562.497,580.555,2008.932,1646.352,22.659,556.712,1716.794,338.129,5.244,0,0,0.001,0,223.874,0,0,0,0,181.597,0,0,0,6.657,94.443,35.178,334.358,0,0,0,0,0,3491.79,0,99.175,0,0,6.59,647.885,0,0.001,0.001,208.948,0,0.001,45.499,0,0,0,0,0,246.489,405.621,0,398.125,0,0,134.131,4.075,10.778,52.174,71.549,4.554,16.164,31.298,4.092,16.003,13.417,185.593,23.605,0,2.11,24.037,0,0,0,24.942,318.51,30.334,19.581,18.101,27.764,113.593,52.925,107.478,0,0,7.726,0,6.818,26.368,41.942,0,0,20.776,0,187.214,0,0,0,-22417.621
42,53.433,28.246,0,0,0,0,3198.642,2.471,11.461,31.146,15.897,0,0,0,2227.627,0,0.001,0,0,0,0,0,0,0.001,0.001,53.052,0,0,3.443,0,0,0.001,0,0,0.001,0.001,0,2.901,607.432,893.288,879.539,260.437,0,3.386,0,1568.462,782.305,1937.182,0,540.413,0,0,0,0,0,0,14.465,0.001,0,255.215,2.795,96.327,80.178,0.001,0.001,136.107,0,0,0,0,8.75,0,1.26,28.555,58.289,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,13.239,41.692,0.001,0,0,0,0,0,0.001,0,14.366,0,0,0,0,0,0.001,6.627,0,8.579,0,0,0,0,0,0,0,0,0,2.972,0,0,1.003,0,1.18,1.561,0,50.669,0,0,0,8.299,0,3.332,2.602,1.14,0,0,0,0,0,0,0,2.494,0.976,4.255,0,0,0,0,0,0,0,0,0,1.481,3.986,36.459,46.815,0,20.314,12.064,32.976,0,0,0,-4319.797
43,0.001,0.001,0,0,0,0,0.001,0,0,0,0,0,0,0,234.865,8.385,5.158,7.557,4.258,16.201,4.51,3.555,3.726,19.702,3540.841,0.001,0.001,0,0,93.783,0,984.398,0,2.945,0.002,0.002,0.001,277.958,0.001,54.472,483.581,64.334,15857.322,23.171,1462.958,2413.862,6403.315,1366.363,26.016,2017.138,164.425,492.274,103.606,1.082,80.458,0,287.546,125.095,0,652.081,190.38,208.158,641.822,5539.703,3659.505,1625.954,589.346,0,1143.238,2300.309,1190.645,167.793,19.404,263.687,8.729,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0.001,5.939,76.099,42.796,320.058,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,120.706,0,0.001,0.001,26.979,0,0.001,12.027,0,0,0,0,0,1.176,64.044,0,87.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.956,0,0,11.492,0,0,0,0,0,0,0,0,37.423,208.492,0,0,0,54.581,0,0,0,-14046.006
