SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
44,0.002,0.002,0,0,0,0.001,0.001,0,0.001,0.001,0,6.644,0,0,1631.618,20.352,12.519,21.398,8.612,40.836,13.684,7.191,10.551,52.943,26.347,0.002,0.001,0,0,36.899,0.001,0.002,0.001,13.099,0.003,0.003,0.002,133.646,5.506,33.664,5630.746,1133.153,1685.25,29271.775,2136.134,3618.67,1048.106,1046.875,387.479,2597.154,110.161,232.984,405.648,26.242,309.834,12.038,4107.161,1302.311,0,160.392,265.774,2553.271,7107.423,3905.799,49.876,5327.399,227.49,51.602,326.778,182.654,0.002,0,1237.076,1139.482,214.768,0,0,0.001,613.666,0.001,1.218,0,0.001,0.001,0.001,0,0.001,0,0.001,0.001,392.516,159.215,0.004,0.001,0.001,0,0.001,0,0.002,0,0.001,0.001,0,0.001,683.933,0.001,0.002,0.002,251.467,0.001,0.002,7.297,0.001,0,0.001,0,0,22.83,0.001,0.001,0,0,0,0,0,0.001,0.001,0,0.001,0.001,0,10.335,0.001,6.224,8.639,4.258,0,0.001,0,0.001,0,36.113,10.8,66.792,1.216,90.082,0.001,2.226,69.721,299.932,0,0.001,0,0,0,0.001,16.13,45.389,805.801,0.001,28.105,0,426.475,0,0,0,-20540.097
45,0.001,0.001,0,0,0,0,0.001,0,8.409,0,0,0,0,0,228.398,2.396,1.29,1.26,1.42,4.985,1.128,1.185,1.242,5.63,1.975,0.001,0.001,0,0,3.803,0,0.001,0,0.001,5.593,0.002,0.001,0.001,0.001,0.002,219.327,12.209,0.001,0.001,236.589,2162.612,450.034,1669.38,73.341,4970.897,288.492,902.094,1924.993,0.001,52.522,15.597,121.473,160.225,0,174.671,233.505,202.312,649.98,402.967,114.631,10891.338,491.9,102.951,74.207,230.785,73.671,0,478.782,160.151,33.677,0,0,0,0.002,0,437.846,0,0,0,0,126.489,0,0,0.001,0.001,0.001,0.001,0.002,0,0.001,0,0,0,0.001,0,0.001,0.001,0,0,0,0,0.001,0.001,4.906,0,0.001,0,0,0,0,0,0,2.352,0,0,5.385,0,0,0,0,0,0,0,0,0,0,1.217,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0.001,0,0,22.987,6.868,0,0,0,0,0,0,0,37.437,36.458,0,0,0,14.193,0,0,0,-489.196
46,191.642,1381.801,0,0.001,95.385,9.46,9264.104,17.714,41.072,10.582,207.636,1.197,754.082,0.001,23918.664,41.814,55.434,148.368,47.064,262.11,141.708,3.103,126.8,548.92,578.776,24.53,8.516,75.578,99.472,424.683,708.7,423.177,25.993,30.853,530.629,85.112,838.802,641.07,1137.792,484.721,86.103,243.955,21.279,44.465,712.067,9047.547,1627.502,1710.438,515.824,7149.857,680.302,335.985,1704.624,47.185,256.422,21.023,295.43,1349.753,0.001,303.903,1408.812,1084.566,1005.516,5795.882,1586.801,6567.296,4252.63,391.851,850.11,841.039,1554.306,416.392,988.366,905.031,1010.727,128.217,145.432,102.341,1929.809,2.938,105.985,4.41,479.962,223.02,100.601,10.713,17.683,347.241,48.335,0.004,4384.214,1072.953,3590.768,178.075,162.689,6.979,0.002,0.001,1775.177,75.367,687.73,0.003,17.798,23.943,1163.699,197.545,794.212,59.382,583.342,42.276,55.696,178.439,14.768,3.281,35.634,186.085,7.75,315.159,732.302,61.252,933.414,48.794,32.349,27.055,94.115,43.353,12.364,7.222,1.775,12.586,22.686,856.915,9.588,438.728,835.239,119.455,4.915,0.002,0.001,11.992,0.981,1.734,5.83,308.345,970.913,1776.561,567.613,64.837,830.695,738.937,161.08,0.002,5.565,4.299,42.209,80.956,214.268,32.651,4781.665,99.955,712.127,428.051,2893.486,6.696,0,0,-35189.888
47,68.725,98.664,4.212,19.785,1.933,25.003,1939.396,0,16.646,0.001,136.764,9.042,0,0,51018.981,1065.265,18.994,33.272,2451.588,390.644,25.653,86.1,10.026,465.791,7274.059,0.002,0.001,0,43.45,251.111,1.104,0.002,0.001,231.983,503.698,68.819,1011.873,1040.856,138.97,119.164,4.022,19.54,3.405,2.552,0.001,490.989,3673.163,640.968,72.037,2103.439,760.769,37.996,694.761,200.058,166.87,4.161,436.71,409.944,0,29.909,61.988,1000.235,311.385,199.586,542.888,1472.084,1525.918,131.631,404.379,186.881,168.728,3.709,441.38,60.931,1032.07,6.867,0,34.823,64.155,0.001,5.157,983.856,0.001,0.001,2639.358,0.901,13.724,7.319,0.001,0.001,1389.249,1055.314,12.466,0.001,0.001,0,0.001,0,0.002,189.211,284.995,0.001,0,0.001,1624.912,0.001,2533.095,3.33,567.937,1.616,1.203,30.893,2.76,108.987,0.001,0,0,0,22.328,1.12,2283.701,0.001,40.028,0,1.779,0.001,1.486,1.735,0.001,0.001,4.947,311.708,2.419,139.306,75.785,148.545,9.919,2.764,5.247,1.441,3.298,14.56,1.633,144.667,16.919,1317.36,0.001,26.258,1.534,0,0,0.001,0,0,0,0.001,278.486,27.452,1182.888,0.001,78.221,0,2739.315,7.742,0,0,-502.558
48,20.215,18.571,0,0,4.948,1.455,218.969,213.887,106.579,94.256,73.167,68.156,0,0,6057.86,5.627,3.634,91.101,46.667,12.884,12.711,0,115.49,216.846,2341.795,164.2,18.331,440.488,274.763,335.746,878.731,1596.445,389.396,334.759,855.569,15.86,1564.351,1632.75,1013.047,487.612,499.389,126.096,670.882,304.681,634.277,2906.455,2450.396,2570.219,591.066,4606.222,512.553,428.928,327.008,31.496,644.271,11.983,588.116,1722.522,1.614,236.166,945.619,1066.251,891.681,3321.72,2126.752,7238.977,1154.394,292.173,490.57,463.903,804.889,58.874,1081.422,601.968,367.712,87.027,37.163,22.286,103.085,296.973,253.635,30.518,901.367,210.59,23.03,273.28,357.259,274.516,339.753,29.75,1043.051,115.26,555.476,15.483,9.138,0,0,0,27.85,10.812,303.236,0,0,0,188.117,37.761,202.216,232.194,427.44,88.938,49.202,538.111,44.15,4.415,60.28,165.32,1.853,39.772,389.602,113.224,40.448,14.088,3.867,194.103,21.631,18.068,1.902,73.293,11.45,25.402,4.523,9.146,9.285,0,92.836,0,0,0,0,0,1.055,1.864,3.136,25.252,8.475,38.298,366.867,24.995,363.169,261.314,20.563,0,9.584,21.277,0,0,9.609,35.154,44.897,61.816,67.478,27.743,1299.529,0.901,0,0,-6260.125
49,0.001,0,0,0,0,0,129.888,13.888,67.7,70.71,43.216,36.402,0,0,2802.222,0,0.001,0,0,0,0,0,0,0.001,2769.347,108.54,8.901,212.829,127.856,172.459,433.437,787.561,210.82,374.676,502.388,5.869,1023.334,767.821,312.174,313.774,402.912,57.264,167.106,122.288,250.146,528.688,245.678,207.154,813.073,683.536,88.354,59.64,95.58,11.842,74.788,2.217,97.086,307.997,0.672,25.822,101.916,194.072,198.394,404.417,400.728,1001.369,342.098,8.992,48.364,184.866,308.357,35.577,252.907,95.5,16.575,88.559,0,0,77.096,28.934,1.57,204.957,773.969,18.702,15.339,36.48,0,53.821,1261.395,9.293,1394.566,0,320.159,0,0,0,0,0,0,0,23.068,0,0,0,43.322,0,50.213,5.321,31.655,0,0,0,0,2.205,0,12.056,0,200.515,0,9.546,0,0,0,2.02,0,0,0,0,0,0,0,1.904,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,194.056,14.351,199.391,111.466,0,0,0,0,0,0,0,29.263,18.146,234.458,0,0,71.724,0.75,0,0,540.51
50,796.125,494.763,0,0.001,15.527,11.812,7660,560.278,559.388,856.302,1396.348,25.69,0.868,0.001,28181.102,16.64,33.172,54.233,463.31,277.053,21.141,0.824,144.909,231.651,2538.764,9.765,0.004,2.345,21.478,195.428,313.915,69.374,714.716,15.691,976.264,1.312,1329.144,865.925,15.75,50.263,23.79,40.044,15.338,16.088,150.674,114.95,213.051,164.212,328.755,10287.211,286.36,218.277,252.425,0.004,0.004,0.986,144.467,2.439,0.001,14.154,127.269,8.176,20.988,8925.768,806.418,2481.648,1301.701,52.28,422.502,0.981,47.443,2.808,58.395,87.562,1314.289,92.905,106.557,127.941,782.799,8.16,19.51,29.561,27.849,4.151,93.63,58.804,24.891,943.805,81.334,57.648,295.341,348.679,1237.493,4.363,50.674,0,0.002,0.001,77.974,0.001,564.933,0.003,17.863,44.918,550.217,229.272,2432.261,170.1,315.756,58.108,18.194,72.066,7.835,4.57,137.737,21.409,5.482,30.23,1937.303,18.012,2502.555,84.304,185.877,3.589,223.964,14.472,18.279,61.583,2.824,10.018,28.766,551.937,128.918,59.391,27.826,27.631,1.566,26.134,1.656,0.002,2.342,6.892,18.548,114.635,45.254,616.793,108.046,1.275,1525.859,74.409,15.928,0.002,6.202,5.473,3.2,1.058,179.031,25.975,610.255,0.003,1703.844,358.602,1811.661,43.882,0,0,141498.274
51,0.002,0.002,0,0,0,0.001,158.574,0,0.001,1.201,0.573,2.98,0,0,4198.137,0.001,0.002,1.371,1.546,0.002,0.001,0,1.352,0.002,4.3,0.957,1.768,0,0,0.001,0.001,1.237,16.997,0.001,31.175,0.002,0.001,1.083,0.001,0.004,0,0,2.527,0.001,6.67,14.301,179.542,19.45,9.012,79.723,761.212,17.421,6.167,0.001,2.539,0,11.737,32.357,0,0.001,0.001,1.282,348.09,0.003,4.708,60.842,3.764,0,1.496,0.001,0.002,0,597.886,9.571,2.718,7.131,9.134,21.267,24.295,0.001,0,12.573,28.06,0,0.001,3806.516,0.001,61.879,0.001,2.155,332.716,0.001,4.286,0.001,0.001,0,430.544,0,64.542,0,0.001,0.001,0,132.262,0,0.001,0.002,0.001,8.011,2.397,1.783,245.489,0.001,0,0.001,69.459,376.862,10.175,66.237,0,0,1230.259,0,85.282,2.638,0.001,57.238,0,450.784,0.001,0,6.624,0.001,1.862,0,0,0,0.001,0,0.001,0,0.001,0,0,0,0.001,20.776,30.757,566.384,0,0,0.001,90.229,318.49,0,0,0,40.633,6.651,135.3,1288.798,98.509,71.306,0,0,0,7825.451
52,0.003,0.003,0,0,0.001,0.001,3189.924,26.038,25.093,31.547,785.009,0.001,0.001,0.001,0.008,0.001,0.003,1.567,3.533,0.002,1.404,0.001,7.726,10.511,41.749,1.095,0.002,5.596,2.199,7.885,15.905,33.894,3.899,2.444,24.353,0.004,8.148,75.328,8.466,41.886,448.079,66.242,39.013,18.741,1100.073,484.646,1127.664,3027.511,66.215,844.002,18.821,3227.697,39.278,1.347,13.06,0.001,31.902,44.631,0,1.208,7.136,19.028,60.915,517.883,61.867,747.746,37.631,0.715,18.805,1.752,10.059,1.258,69.198,318.03,9.312,5.822,2.983,0.001,13.888,2.093,7.493,0,3.564,0.001,0.001,4.582,0.001,78.012,20.27,0.002,0.002,0.001,3.172,0.001,0.002,0,0.001,0.001,0.003,0.001,0.002,0.001,0,0.001,562.45,0.001,0.003,2.823,94.427,2.74,0.002,9.333,4.679,0,0.001,6.393,0,2.927,23.908,0.001,0.001,0.001,0.001,812.988,0.001,0.001,0.001,0.001,0.001,0.001,0,3.029,0.001,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7.964,0,0.002,34.706,0,29.899,0,0.001,0.001,0.001,2.451,0.001,0.001,0.001,46.498,1.283,0.001,175.662,1.186,212.807,0,0,0,11896.75
53,0.002,0.001,0,0,29.126,0,46.035,0,0,0.001,0,1083.024,29.94,0,0.004,0.001,0.002,0,0.001,0.001,0.001,0,0.001,0.002,7.486,0.001,0.001,0,0,69.664,0.001,0.001,0,21.707,0.002,0.002,0.001,168.08,0.001,0.003,0,0,0.001,0.001,0.001,6.644,0.001,0.664,0,3225.709,16.583,54.784,2642.594,0.001,0.001,0,0.001,75.765,0,0,0.001,705.314,0.002,17493.894,0.002,5736.928,1.093,15.262,876.098,731.572,0.002,0,0.002,0.001,520.195,62.1,0,0,38.794,0,0.635,0,417.249,52.895,0.001,35.709,0.985,0,0.001,0.001,6.874,0.001,20.091,0,0.001,0,0,0,0.001,0,148.109,0.001,0,0,223.508,0.001,0.001,0.001,149.588,8.349,2.07,12.349,0,0,0,2.436,0,68.388,141.707,2.893,1041.481,0,0,5.982,0,0,0.001,0,0.001,0,0,0.769,1.389,8.647,3.376,0,0,0,0,0,0,0.001,0,1.618,0,13.803,1096.745,40.014,700.139,42.326,0,0,1.612,0,0,20.185,0,23.658,88.439,0.001,0.001,0,534.76,0,0,0,-602.664
54,22.453,0.001,0,0,0,0,0,2.02,0,1.171,8.568,4.846,0,0,189.49,0,0.458,0.446,2.01,3.973,7.185,1.259,3.078,5.481,0.7,0.933,0,4.777,1.251,3.589,1.331,7.633,72.372,14.246,0.001,1.329,0,38.66,3.211,12.268,0,0.785,0,4.919,4.772,4.65,8.257,3.721,2.931,7.316,19.278,0.667,0,643.65,66.057,0,141.447,666.505,0,0,0,0.001,0.001,934.178,0.001,3.666,1.225,0,2.432,0.499,5.089,0.358,4.122,2.42,5.297,82.482,87.837,181.299,422.014,0,0,0,61.847,0.529,3.471,39.105,0,26.124,0,7.711,369.952,280.85,266.598,98.922,375.906,60.639,0,1.098,326.689,0,12.758,0,214.4,216.445,223.756,71.15,341.167,705.651,74.675,273.559,385.897,746.707,81.853,26.284,252.616,101.872,5.587,34.969,441.017,64.809,84.778,22.2,12.022,38.708,64.775,0,57.315,0,30.923,65.727,20.111,2.596,15.939,122.89,46.64,0.828,0,3.998,5.483,0,0,4.214,24.026,14.047,42.225,40.195,3.118,3.574,0.37,0,14.759,0,0,1.046,26.087,81.829,6.155,13.247,271.165,0,642.407,79.59,110.943,0,0,0,11035.916
55,0.004,0.003,0,0,0.001,0.001,0.002,1.211,0.001,0.001,22.096,7.841,0.001,0.001,7690.874,0.001,0.004,0.001,0.002,0.003,2.155,0.001,0.001,0.004,0.006,0.003,0.002,0.001,0.001,0.001,0.001,2.17,13.461,26.238,0.004,0.004,0.002,22.744,0.002,0.007,0.001,0.001,0.002,0.002,0.001,0.006,0.002,0.001,0.001,0.009,36.59,267.718,9.271,22.714,6081.373,0.001,523.107,4956.451,0,0.001,0.002,0.003,15.924,0.006,0.005,81.005,12628.229,0,0.002,0.002,0.004,0.001,0.004,0.003,2815.575,51.813,105.279,221.147,191.759,0.001,116.928,0,216.011,2.854,4.681,2.345,0.001,91.396,0.002,90.745,17235.71,11358.333,4587.614,211.266,241.404,348.243,47.295,0.001,141.745,61.545,0.002,211.076,560.381,546.251,170.832,20.198,493.916,1632.162,128.793,184.951,265.594,9937.246,197.409,55.629,5475.836,107.917,5.65,1138.665,1149.539,110.689,236.335,114.554,15.719,6.575,1094.373,0.001,115.925,0.001,0.001,0.001,18.385,90.613,0.001,186.114,95.184,4.469,0.001,3.595,6.825,0.001,0.001,0.001,19.12,21.999,1.914,2.781,154.161,923.084,0.001,0,0.001,0.001,0.001,0.001,76.946,258.42,91.785,71.443,9196.927,0.001,822.78,0.001,47.964,0.001,0,0,-51909.716
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,14.983,1.973,0.174,0,0,0,0,0,402.918,0,0,0,0,0,0,0,0,0,0,0.332,6.471,3.586,0.093,15.209,0,0,0,0,0,0,1.306,0,0,2.383,0,0,0.379,0.064,0.313,0,0,0,0,0.086,0,0,0,0.059,0,0.094,0,0.377,5.428,0.163,0.439,0.218,0.9,0.5,0.062,0,0.342,0,0,3.407,0.101,0,0.181,0,3.32,0.081,0,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0.067,0.387,0,0.427,0,0,0,0,0,0,0,0,0.136,2.486,26.333,0,2.927,0,0.653,0,0,0,8283.39
57,0.003,0.003,0,0,0.001,0.001,0.001,0,0.001,0.001,2.585,6.725,0.001,0.001,272.869,21.581,38.298,24.751,34.874,118.406,36.932,0.001,34.577,207.421,7041.926,350.906,45.278,462.132,293.72,773.998,377.927,931.157,636.326,353.72,1605.695,2217.375,1936.702,1766.699,651.635,762.327,659.509,174.375,484.831,542.264,180.574,1862.526,1531.908,922.43,958.553,5157.068,1643.929,650.398,714.252,1427.48,3543.449,174.063,21320.48,8103.038,2.814,116.04,243.912,909.204,3461.101,6481.803,1030.522,11838.139,1490.111,23.532,695.178,156.632,1104.72,99.307,1334.224,1346.534,63939.207,295.723,0.001,82.267,1370.52,8.262,0,1.182,7.036,0.001,4.016,6.03,0.001,0,9406.798,6.481,12613.753,8088.334,42.455,161.952,193.812,0,0.001,0.001,0.003,0.001,24.149,0.001,1.452,154.045,355.818,0.001,12591.261,7.429,1859.896,0.001,203.707,0.001,3.079,1.54,0.001,0.001,0,537.316,0.001,0.001,4.407,49.12,815.727,180.46,0.001,0.001,0.001,0.001,0.001,0.001,0,143.496,79.13,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0.002,1139.539,1858.409,63.308,1.406,0.001,0.001,0.001,0,0.001,0.001,0.001,61.272,2922.725,0.001,387.027,6.24,531.105,0,0,0,-68772.467
58,0.005,3.076,0,0.001,0.001,1.203,76.876,7.875,0.001,0.002,48.256,89.235,14.514,6.028,2996.487,0.002,0.005,0.001,0.002,0.003,0.002,0.001,1.929,0.005,0.007,0.004,0.002,0.001,0.001,29.552,8.171,4.406,49.862,12.204,770.128,1.46,4.239,258.03,0.002,6.924,0.001,0.001,0.002,0.002,0.002,36.714,0.003,56.278,925.111,218.787,156.666,164.448,0.63,4.199,303.212,0.001,411.549,3846.757,0.001,0.001,409.459,52.968,85.767,2811.426,0.006,18.487,4453.746,0,2476.352,20.777,0.004,0.001,382.667,0.762,170.4,191.735,45.582,14.079,135.671,1.306,0.001,0.001,8.892,0.001,0.002,0.955,0.001,0.001,60.683,12.287,125.516,93.014,168.43,0.001,0.002,0,0.001,0.001,0.004,0.894,21.614,0.002,62.006,100.45,2058.834,9.855,995.813,31.701,227.55,22.212,588.59,15.176,90.51,0.73,19.632,154.538,0.001,2.739,60.89,58.012,533.598,79.385,4.793,0.001,3780.645,437.099,86.422,600.421,416.76,692.769,192.877,396.787,30.7,31.852,65.634,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.779,61.016,30.762,61.307,75.492,4.004,6.471,0.001,0.99,64.193,0.001,17.723,26.224,29.047,9869.481,0.002,41.374,42.922,1449.136,0.746,0,0,113077.302
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.001,1.431,0,0,7.16,0,0,0,10.753,44.288,0,0,0,0,0,0,3.916,0,0,0,0,0,0,0,0.924,10.612,0.443,0.567,0,7.037,0,0,0,0,0,0,0,0,4.245,43.143,430.637,19.924,1.349,6.57,13.362,14.567,0,0,0,0,0,0,0,39.84,58.389,14.105,0,15.181,21.448,4.64,58.308,221.382,0,22.226,0,5.517,17.01,4.198,32.813,3.786,61.327,0.636,0,0,5.293,15.474,6.063,0.957,0,0,0,0.911,2.878,0.519,0,0,0,0,0,0,0,0,0,0,0.605,90.541,6.885,0,0.434,0,0,0.493,0,0,0,3.812,1.438,6.288,17.643,20.842,0,18.628,0,19.62,0,0,0,-45.16
60,0.001,1.529,0,0,83.947,0,131.699,13.231,1.948,15.33,33.539,6.347,0,1.286,18019.171,0.001,0.001,1.461,0.001,4.335,0.001,0,1.441,9.794,6.868,0.001,0.001,0,0,185.097,0.001,0.001,0,18.205,0.002,0.002,6.328,103.581,0.001,0.003,14.292,29.573,0.001,0.001,0.001,2.031,0.001,0,0,11.973,9.404,4.366,46.892,1.254,0.001,0,7.822,0.002,0,947.943,1.66,0.001,0.001,397.109,283.111,189.569,5.011,89.949,39.82,19.574,27.073,0,8.997,2.267,112.725,7.593,11.115,11.322,144.43,0,9.307,0,0,0,0.001,0,0,21.972,0.001,0.001,343.389,49.606,0.003,107.343,35.701,0,0,1.199,2173.664,0,18.992,0.001,0,97.672,398.362,257.47,352.358,52.575,270.09,2.553,609.016,81.908,76.263,82.792,18.03,65.51,0,29.987,749.896,77.804,748.539,161.189,73.955,0,7.025,3.715,0,0,0,0,0,789.941,892.275,3.964,3.096,16.274,50.911,0,0,0,0,13.797,221.81,60.83,960.798,62.436,5.107,0,0,0,0,0,0,0,0,0,15.413,43.363,480.403,0.001,505.009,221.961,2034.888,1.112,0,0,-22922.414
61,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.697,0,0.001,0,0,0,0,0,0,0.001,0.001,0,0,0,0,35.119,0,0,0,0,0.001,0.001,0,84.897,0,0.001,0,0,0,0,0,0.001,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0,0,7.37,0,0,0.001,87.363,0.001,0,0,0,0,0,0,0.001,0,0.001,12.594,0,339.783,14.725,0,0,0,0,0,0,0,0,0,0,0,46.282,19.208,0.001,0,0,0,0,0,5.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.773,0.408,31.706,0,0,0,0,0,0,0,1.928,0,0.677,0,1.853,0,0,0,0,0,0,0,1.521,2.381,2.307,0,0,0,346.295,1.238,0,813.705,0,0,0,3.645,14.813,6.116,0,0,0,77.784,0,0,0,22831.306
62,15.1,11.37,0,0,21.299,0.001,116.235,0,0.906,0.001,10.793,10.334,2.689,0,5333.579,52.972,96.561,51.626,29.099,262.157,154.433,0.001,131.26,142.722,768.41,26.525,0.001,19.403,9.53,69.883,115.151,270.567,52.379,70.931,489.125,28.325,113.229,278.319,24.46,71.573,125.594,53.837,27.562,38.722,5.287,761.587,138.365,452.18,80.354,7401.807,268.684,726.196,453.75,13.996,122.078,1.529,240.165,832.116,0,277.482,1294.331,5101.002,130.344,76.067,77.005,698.764,259.105,92.363,518.533,19.774,53.279,8.721,465.833,161.884,33.865,95.853,1.293,1.505,24.07,0.001,165.614,0,151.328,54.793,5.287,13.235,0.001,169.911,14.056,0.002,942.29,187.711,5.997,0.001,0.001,0,0.001,0,0.003,0,56.542,0.001,0,164.833,744.283,0.001,16.293,61.173,142.825,0.001,1034.401,8.12,129.738,326.363,31.452,63.718,0,3.804,95.368,0.001,66.735,0.001,2.22,37.44,0.001,0.001,0.001,0.001,0.001,0.001,0,78.748,0.001,11.065,6.72,25.245,0,0.001,0.001,0.001,0,0.001,0,22.096,3.243,130.307,449.569,84.087,422.475,0,0,0.001,0.001,0,0,0.001,36.417,40.349,3711.613,0.001,462.179,83.214,1516.174,0,0,0,-2491.009
63,1168.102,757.346,0,0.001,15.678,1.677,25.241,0,8.183,0.001,190.249,2.965,0.001,0.001,17856.001,0.002,0.004,1.366,0.002,0.003,0.001,0.001,0.002,0.005,0.006,0.003,0.002,0.001,0.001,56.239,0.001,0.004,0.001,21.246,59.742,0.005,0.003,157.937,0.002,6.443,594.352,63.602,62.896,194.425,57.001,603.909,5.414,43.24,0.001,1468.177,905.85,87.769,449.581,262.154,142.678,10.743,400.329,827.139,0.001,268.984,945.72,236.956,1718.741,5991.88,772.468,2797.223,990.557,0,0.002,0.003,1.948,0.001,329.137,16.932,415.806,204.658,120.694,21.147,450.956,0.001,92.491,16.413,35.654,179.454,2.654,146.366,1.688,0.001,0.002,0.003,4219.029,398.534,0.008,65.407,80.711,0,0.001,23.498,314.699,29.898,266.126,0.002,0.001,320.147,1554.297,0.001,5218.706,103.036,212.416,16.681,2045.383,55.324,264.398,46.807,63.108,141.758,0.001,2.546,218.399,13.211,704.749,0.001,54.606,0.001,5.247,0.001,0.001,0.001,0.001,0.001,3.128,101.606,0.001,173.993,37.588,382.435,2.44,0.001,0.001,0.001,0.001,0.001,0.001,94.225,10.851,383.002,228.867,90.431,124.542,0.001,0.001,0.001,11.042,3.198,0.001,0.001,29.899,40.513,2887.317,0.002,67.71,21.651,710.336,4.155,0,0,-12859.213
64,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0.001,0,0,0,0.001,0.001,0.001,0,0,0,0.63,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0,0.002,0,0,0.001,0.001,0,0.002,0.001,0,0,62.465,0,0.001,0,0,0.001,0,0.001,0.001,0,0,0,0.001,0.001,1430.857,927.67,0.001,0.001,0,0,0.001,0.001,0,0.001,0.001,0.002,7.435,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0.001,0,0,0.001,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,34.264,0,0,0,0,0,0,0,0,0,0,18.587,0.001,0,39.118,0,0.001,0,0,0,526502.779
65,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0,0.001,0,0,0,0.001,0.001,0.001,0,0,0,0.424,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0,0.002,0,0,0,0,0,0.001,0.001,0,0,45.182,0,0.001,0,0,0,0,0.001,0.001,0,0,0,0.001,0.001,3911.408,2316.827,0.001,0.001,0,0,1.419,0.001,0,0.001,0.001,0.002,0,0,0,15.633,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0.002,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.001,0.763,2.474,0,0.001,0.506,0,0,0,0,0,0,432.773,0,51.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.848,0,0,0,0,0,0,0,0.001,21.719,0,0,0,0,0,0,0,0,0,0,12.58,0.001,0,88.789,0,4.771,0,0,0,56641.932
66,274.71,242.559,0,0,56.511,12.332,858.388,93.982,75.834,217.516,132.692,19.985,1.655,0,1327.236,107.059,74.311,0.558,129.365,641.274,130.198,0,200.524,199.251,1981.108,24.494,0.719,288.516,91.474,517.502,198.587,361.476,55.793,86.875,191.39,43.981,365.906,217.804,51.672,229.999,168.501,42.696,40.594,25.116,50.415,254.949,183.897,60.446,97.838,3960.153,80.748,24.574,808.222,7.178,192.914,4.39,71.019,174.133,0,0.001,0.001,305.133,82.031,170089.558,6695.127,19720.639,585.268,6.104,829.75,744.73,170.07,19.229,221.438,168.499,5106.686,2686.172,1109.424,316.695,4217.539,0.001,34.634,0,5089.984,517.036,1.085,129.23,6.205,930.027,46.123,67.407,210.432,50.487,962.122,45.832,12.91,0,0.001,0,0.002,793.253,139.176,0.001,0,3.468,318.549,75.817,92.723,556.747,829.083,441.23,367.892,424.371,83.996,12.89,396.574,493.255,27.055,244.004,6547.769,308.431,891.6,3.016,198.519,45.706,44.496,32.614,21.485,46.028,66.508,124.404,88.602,818.975,65.593,763.357,657.742,62.626,0.997,4.997,13.705,0.001,2.982,9.655,25.104,31.146,86.025,696.869,9490.68,0,44.839,0,17.059,0,60.927,206.063,10.188,590.017,117.186,16.557,3012.199,4129.329,3046.32,160.141,2973.196,0,0,0,-70243.181
