SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167
45,0.001224954,0.000697411,2.62167E-05,9.79443E-05,0.000250147,0.000280804,0.000198678,0.000202535,8.988535962,0.000424615,0.000400722,0.000201335,0.000196332,0.000189012,174.4856753,1.751034964,0.843285733,0.957518233,0.94795204,3.285777237,0.772388996,0.875012136,1.067199951,4.04318464,1.493564685,0.00116037,0.000400336,0.000180719,0.000206429,3.076833563,0.000618675,0.000976555,0.000400693,0.000782284,6.389910396,0.00125236,0.00083748,0.001343081,0.000608162,0.002394103,151.4468138,11.32451059,0.000563774,0.00057711,237.878384,2470.461406,503.2717864,1730.030215,69.19273603,5302.35113,300.4501653,1074.776184,2137.029793,0.000557062,43.73172169,9.317042277,99.97827274,177.954063,0.000237797,187.2911159,172.0296505,169.3644372,608.8336911,119.3629992,55.04015279,10496.216,598.4182502,121.3444336,50.82114031,148.7014533,83.17231365,0.000183256,429.0651068,135.186264,27.22099465,0.000211042,0.000205402,0.000214098,0.00116642,0.000201813,434.2252407,0.000200464,0.000201196,0.00020101,0.000201241,95.60435844,0.000230181,0.000201743,0.000209587,0.000407712,0.000615035,0.000183954,0.001573103,0.000402637,0.000403366,0.000200628,0.000401151,0.000202315,0.000838643,0.000177378,0.000380552,0.000229167,0.00020221,0.000275722,0.000202628,0.000239891,0.000606301,0.000447124,2.798307822,0.000238691,0.000627888,0.000201541,0.000230312,0.000151133,0.000236159,0.000179646,0.000149347,2.415746163,0.000173845,0.000183756,3.998898707,0.000273575,0.000227228,0.000132812,0.000181812,0.0002943,0.000277781,0.00018162,0.000256683,0.000252276,0.000145243,1.020296701,0.000404784,0.000242551,0.000150799,0.000188845,0.000178462,0.000295732,0.000155606,0.000255578,0.000178472,0.000265189,0.000198612,3.811187892,0.00020098,0.000602291,0.000177625,0.00021583,20.4632815,6.704089662,0.000175268,0.000192426,0.000232321,0.000165889,0.000253089,0.00022775,0.000205725,46.31797384,21.79847574,0.000354672,0.000311961,0.000123681,12.49448859,0.000171924,0,0,236.742084
46,210.0105506,1055.813209,0.000158563,0.000592384,104.652638,9.907888088,3648.828576,32.67527911,50.73043344,11.77102436,456.4635989,1.016556482,685.8508956,0.001143179,21113.50724,35.30967536,41.85822714,130.3234779,36.31220668,199.6053341,112.1384669,2.646723467,125.8535985,455.5080662,505.6378058,31.19511636,6.057595745,70.15798069,134.2186695,396.9611844,1122.514196,420.4430405,38.33805834,35.49842513,700.4753306,82.05273901,929.6772143,715.5961501,1175.040921,563.7437054,68.69812196,261.4577278,19.87561733,42.65332417,827.2533895,11942.27621,2102.982679,2048.152988,562.3064066,8812.270702,818.6466416,462.5334552,2186.587578,46.78829962,246.6970037,14.51036246,280.9546628,1732.158931,0.001438239,376.5194031,1199.269573,1049.091858,1088.289436,1983.704084,880.3563217,7312.987306,5977.81565,533.6622867,672.7134927,626.1534625,2027.558569,436.0147601,1023.43447,882.7198077,943.9774915,167.0180565,143.9336428,90.68664212,1165.084152,2.036824352,121.4492525,7.073522501,389.4700462,173.2520814,47.69914549,9.35570741,15.08432032,405.7189679,17.9586779,0.002465913,3819.84127,399.5453131,2829.359016,263.8233802,116.900625,31.34730741,0.002426232,0.001223633,1599.828057,67.08806071,461.3577289,0.001386042,23.44146632,19.45657685,958.9476628,129.3769729,490.9538167,33.81458661,384.4655223,26.47274664,41.14379574,138.1565915,10.44991565,3.04766722,24.99736262,150.3109515,6.777311195,374.0060096,459.1962944,42.61225687,800.9413344,56.55267099,41.25390724,24.10612735,81.55619005,45.98329126,9.801697593,6.408586353,1.295183431,10.17351385,19.76485334,830.0046952,10.20548951,359.4075387,817.1802289,111.3602196,4.497987513,0.001788636,0.00094113,9.019743581,0.900491631,1.338960852,6.010597818,265.1924562,1124.405023,1415.03027,396.6538494,88.0990353,854.4492489,833.4056337,156.4487237,0.001163824,5.856132447,4.182435833,53.58421123,70.0251855,248.9162522,46.67624481,5250.203072,84.01714606,553.8000664,321.0009862,2783.538389,6.933241059,0,0,-7105.936481
47,87.54356277,87.6315054,4.521378055,16.8916241,2.465461082,30.44057616,887.9277229,0.000498954,23.90047179,0.001046058,349.492751,8.928952971,0.000483673,0.00046564,52349.9662,1045.64817,16.67158138,33.97179067,2198.734201,345.8045358,23.5967488,85.37192732,11.56781202,449.3025866,7386.981573,0.002858622,0.000986246,0.000445208,68.14922688,272.8418133,2.03271176,0.002405786,0.000987125,310.2664041,772.9175521,77.12123692,1303.64587,1350.562623,166.829012,161.1006433,3.730291857,24.34302987,3.696666406,2.845511522,0.001214412,753.3368063,5517.160621,892.1797731,91.28214941,3013.572074,1064.163751,60.80306076,1035.939856,230.5968431,186.6154899,3.338599439,482.7656935,611.5316412,0.000585824,43.07381979,61.33887361,1124.658515,391.7549747,79.40515421,350.1121264,1905.469011,2493.315403,208.3846235,371.9674474,161.730079,255.8493558,4.514794695,531.2704983,69.08104298,1120.463544,10.39787983,0.000506016,35.86869111,45.02284881,0.000497176,6.868609108,1834.290956,0.000495655,0.000495196,1454.6746,0.914727834,13.6090717,9.940355675,0.000516327,0.001004417,1407.002728,456.8021434,9.140432143,0.000991915,0.000993711,0.000494255,0.000988254,0.000498411,0.002066035,195.7799915,222.2381965,0.000564563,0.000498154,0.000679254,1556.48622,0.000590982,1820.190405,2.203901873,435.1065919,1.176446175,1.033038412,27.80406301,2.2701392,117.6624536,0.000581788,0.000442565,0.000367924,0.000595259,16.27481318,0.905686229,2277.859881,0.000673964,59.33835811,0.000327188,1.792082143,0.000725021,1.369183438,1.790191816,0.00063235,0.000621493,5.009592606,350.9553828,2.992472208,132.6550766,86.18940344,160.9688694,10.55229717,2.914971006,4.600574407,1.259842706,3.517815673,13.06716433,1.957679594,144.628405,22.77641914,1219.695086,0.000437588,41.47313302,1.834016178,0.000413001,0.00043178,0.000474049,0.000572333,0.000408676,0.000623495,0.000561072,376.0628954,45.61842266,1013.520216,0.000873751,70.71006085,0.000304693,3307.011904,9.318129625,0,0,5170.547727
48,20.40116596,13.0677836,2.62009E-05,9.78853E-05,4.999840331,1.403252643,79.42517696,363.3459266,121.2326293,96.55499845,148.1301476,53.32091577,0.000196214,0.000188899,4924.563113,4.375761245,2.527378311,73.69370839,33.15867849,9.035446873,9.263405576,0.000174926,105.5642325,165.7157116,1884.095527,192.307723,12.00759476,376.5650002,341.4263994,289.0143064,1281.771498,1460.712372,528.9143917,354.712026,1040.116725,14.0810943,1596.732003,1678.446749,963.4838731,522.2634083,366.9347631,124.4571364,577.0898201,269.1575183,678.6122101,3533.010005,2915.918972,2834.329785,593.3786064,5228.298823,568.0134718,543.7913542,386.2969613,28.76233056,570.8238835,7.617260284,515.0748221,2035.744882,2.376541376,269.4606226,741.3189606,949.8211444,888.7709604,1046.996775,1086.62032,7423.529698,1494.390576,366.4459826,357.5043206,318.06611,966.9364223,56.77415903,1031.246581,540.7025553,316.2713884,104.3987364,33.87182433,18.18666744,57.31455579,189.5821665,267.6606479,45.07646232,673.5876346,150.6599725,10.05581158,219.7925274,280.6617548,295.383313,116.2522722,16.29650335,836.9200215,39.5267188,371.4724526,21.12515984,6.046804525,0.000200507,0.00040091,0.000202193,23.11402641,8.863413594,187.3381196,0.000229029,0.000202089,0.000275556,142.7605138,22.77511558,115.1183062,121.7662213,259.4385879,51.28771127,33.47303779,383.687696,28.77049396,3.775970137,38.94239932,122.9790345,1.492585065,43.46605424,224.9857059,72.5395709,31.96311186,15.0370337,4.54172384,159.2716127,17.26198457,17.64828825,1.388267687,59.89649364,7.695628943,18.90914472,3.62879513,8.158644386,9.101551893,0.000242405,83.64654611,0.000188731,0.000178355,0.000295554,0.000155512,0.000255424,0.891949787,1.325222097,2.977355229,20.00090877,9.038870075,28.09194091,236.098049,31.27658626,344.0158509,271.4163629,18.39293323,0.00019231,9.286943395,19.06504588,0.000252936,0.000227613,10.279806,46.28140564,36.41906894,47.8507773,48.32639693,19.15988045,1148.266456,0.859149131,0,0,-672.5071303
49,0.000589354,0.000335541,1.26135E-05,4.71233E-05,0.000120352,0.000135101,54.48563718,27.28438573,89.057663,83.76904703,101.183893,32.93477376,9.44599E-05,9.09383E-05,2634.439255,0.000168521,0.000406508,9.21523E-05,0.000182478,0.000316226,0.000148655,8.42118E-05,0.000205358,0.000486396,2576.72879,147.0107112,6.742589934,210.4139539,183.7375858,171.6851453,731.1686384,833.3584348,331.1634316,459.1306709,706.3230036,6.025873627,1207.959462,912.8191445,343.3597063,388.6586179,342.3719014,65.36377547,166.2368621,124.9341818,309.5086228,743.2213511,338.0976716,264.1868146,943.979984,897.2512602,113.2355173,87.44283528,130.577118,12.50665159,76.63084543,1.629776075,98.3335173,420.960804,1.144098325,34.07226042,92.39898568,199.9323828,228.6895885,147.4175187,236.7814217,1187.585257,512.1501947,13.04304131,40.76064694,146.583243,428.4030266,39.6758479,278.9104274,99.20304867,16.48750793,122.8597526,9.88236E-05,0.000103007,49.57182771,21.36136532,1.916147136,350.1062743,668.8877264,15.47365814,7.745735302,33.93100306,0.000110746,66.97364847,499.1445683,5.887061366,1294.061788,8.85045E-05,271.8339183,0.000193718,0.000194069,9.65266E-05,0.000193003,9.73382E-05,0.000403491,8.53408E-05,16.48155276,0.000110258,9.72882E-05,0.000132656,38.02071006,0.000115417,33.05846395,3.226824586,22.21984306,0.00011484,0.000302091,9.6966E-05,0.000110808,2.181413568,0.000113622,10.37181554,7.18546E-05,253.4302698,8.36407E-05,7.072760603,9.61701E-05,0.000131623,0.000109325,1.916969066,8.74738E-05,0.000141595,0.000133647,8.73816E-05,0.000123496,0.000121376,6.98798E-05,1.96388224,0.973776021,0.000116697,7.25527E-05,9.08576E-05,8.58624E-05,0.000142283,7.48655E-05,0.000122964,8.58669E-05,0.000127589,9.55568E-05,9.17048E-05,9.66961E-05,0.000289776,144.4268208,20.76819036,218.4304555,133.8920832,8.43255E-05,9.25805E-05,0.000111775,7.98133E-05,0.000121767,0.000109576,9.89793E-05,44.55432796,13.35150685,209.8885881,0.000150092,5.95057E-05,80.71271209,0.827164751,0,0,374.8958845
50,1083.579727,469.536208,0.00022197,0.00082927,21.15823334,15.36542674,3747.217982,1283.64511,858.157528,1183.037513,3812.659398,27.10618962,0.980492388,0.001600321,30896.66233,17.45184716,31.11023914,59.16644577,443.9823565,262.0479646,20.77847975,0.873496439,178.6368364,238.7541093,2754.745539,15.42469728,0.003389545,2.703942891,35.99424884,226.8823476,617.5485491,85.60782758,1309.280339,22.42307257,1600.659895,1.570801697,1829.6786,1200.530136,20.2029192,72.6058347,23.57531721,53.30463838,17.79421647,19.16801124,217.4130754,188.4493378,341.9225769,244.2248967,445.1159271,15747.74021,427.9938884,373.2174548,402.1619167,0.004716505,0.00493587,0.845251675,170.6399282,3.887806484,0.002013371,21.78064713,134.5605737,9.822280562,28.21292608,3794.312071,555.6821418,3432.247149,2272.617404,88.43294846,415.2544879,0.907524892,76.866258,3.652613087,75.10174746,106.0729905,1524.574435,150.3098299,130.9829678,140.8094495,586.9797532,7.025844512,27.76793522,58.88815859,28.06731773,4.004926795,55.13822146,63.78432322,26.37186456,1369.639516,37.53297069,42.58807766,319.6004749,161.2655576,1024.460489,8.029025705,45.22431698,0.001698663,0.003396448,0.001712947,84.32838536,0.001501817,470.7028885,0.0019403,29.22033454,45.33557757,563.1423584,186.4974019,1867.431113,120.305274,258.4736593,45.1924974,16.69334275,69.3014118,6.886215876,5.271605077,120.0075915,21.47843719,5.954223953,44.55695187,1508.815728,15.56321265,2667.106869,121.3571942,294.4165591,3.971503384,241.0490271,19.06503597,17.99772894,67.8741529,2.559909919,10.05780632,31.12751923,663.991842,170.4276993,60.42812845,33.81282394,31.99297722,1.779813346,29.45290461,1.551861666,0.002163914,2.669149038,6.608686021,23.75177602,122.4533077,65.09227896,610.176682,93.77707342,2.152483788,1949.348244,104.2322175,19.21444011,0.001629221,8.105016228,6.614117938,5.046109657,1.136586176,258.3169606,46.11969564,744.8212307,0.003002922,1645.717972,334.0053297,2175.856978,56.43031325,0,0,155064.441
51,0.00170879,0.000972876,3.65719E-05,0.000136631,0.000348951,0.000391716,46.3044334,0.000282533,0.000501301,0.990301072,0.933652259,1.877122837,0.00027388,0.000263669,2747.39523,0.000488614,0.001178642,0.892968652,0.884135061,0.000916874,0.000431014,0.000244166,0.995193025,0.001410269,2.784917932,0.902495763,0.932325676,0.000252099,0.000287964,0.00057219,0.000863041,0.911048852,18.58542867,0.001091272,30.51002973,0.001747021,0.00116827,0.896088187,0.000848376,0.003339733,0.000264011,0.000287148,1.75011172,0.000805059,5.74488146,13.99431192,171.9968458,17.26699373,7.283296237,72.84747847,679.1116036,17.78019867,5.865061086,0.000777092,1.811040089,0.000236271,8.275443389,30.78534743,0.000331723,0.000584244,0.000589218,0.919447566,279.3112138,0.000832677,1.936649312,50.22844489,3.922447208,0.000189087,0.87780875,0.00075893,0.00198158,0.000255638,458.9887314,6.920805747,1.88173676,6.886179355,6.702157544,13.97160897,10.87447726,0.000281526,0.000277787,14.95072734,16.88092162,0.000280405,0.000280728,2464.615878,0.000321099,53.60124809,0.000292371,0.950342647,214.9156339,0.000256613,1.930339982,0.000561672,0.000562689,0.000279872,447.8385578,0.000282225,43.12341391,0.000247439,0.000530864,0.000319684,0.00028208,79.68284536,0.000282662,0.000334643,0.000845779,0.000623731,3.914140241,1.112816265,0.976643486,140.9143348,0.000321281,0.000210828,0.000329438,41.59574539,244.3460367,8.951720718,30.79264969,0.000256337,0.000278838,1057.118928,0.000316979,56.33520178,1.695098896,0.000410544,33.64002634,0.000253357,243.8961049,0.000351921,0.000202612,4.756816744,0.000564667,1.130808883,0.000210361,0.000263435,0.000248952,0.000412541,0.000217067,0.000356527,0.000248965,0.000369934,0.00027706,0.000265891,0.000280364,0.000840186,10.76353227,30.98395076,431.9132649,0.000233862,0.000244496,0.000268431,70.38876139,229.7425919,0.000353054,0.000317707,0.000286983,43.06506995,3.616508865,84.31391362,743.0557079,54.76800409,49.38202229,0.000239831,0,0,12395.2033
52,0.002447148,0.00139325,5.23744E-05,0.000195668,0.000499731,0.000560975,874.0007223,33.41148861,21.56019268,24.41063597,1200.494214,0.000402216,0.000392222,0.000377599,0.004806747,0.000699742,0.001687926,0.957762702,1.896103638,0.001313049,0.772885849,0.000349669,5.334573649,6.067390429,25.37203696,0.969028774,0.00079977,3.613877996,2.064158897,5.12687335,17.5241765,23.42544653,4.000415251,1.956299659,22.36329227,0.002501899,6.282456042,58.49223309,6.082194598,33.88789163,248.6919484,49.38629294,25.34884814,12.50595035,889.0377948,445.0023314,1013.620303,2521.868298,50.21241496,723.6282424,15.7553423,3090.98728,35.04822408,0.929053859,8.740261975,0.000338362,21.10473707,39.84305279,0.000475059,1.041209178,4.225742059,12.8037864,45.86320104,123.3020282,23.87689543,579.2204871,36.79696594,0.677798771,10.35188428,0.90726606,9.127782554,0.916358907,49.84454731,215.7788929,6.0497163,5.275238368,2.053891118,0.000427713,5.832670026,1.009155821,5.973014785,0.000400477,2.011833466,0.000401566,0.000402028,2.783553185,0.000459844,63.4068653,5.2388863,0.000814506,0.001228684,0.000367493,1.106358629,0.000804367,0.000805824,0.000400803,0.000801399,0.000404173,0.001675396,0.000354357,0.000760247,0.000457818,0.000403965,0.000550823,322.4181504,0.000479241,0.001211236,1.118352181,43.29250404,1.193562518,0.001254361,5.026519625,2.302976674,0.000301926,0.000471786,3.592426189,0.000298358,2.416121894,10.42872966,0.000367099,0.000399323,0.000546533,0.000453944,503.9036221,0.000363214,0.000587937,0.000554936,0.00036283,0.000512788,0.000503984,0.000290159,2.040808693,0.000808656,0.000484555,0.000301257,0.000377264,0.000356523,0.000590797,0.000310861,0.00051058,0.000356541,0.000529781,0.000396776,4.764416756,0.000401507,0.001203226,16.87109962,0.000431174,21.39334288,0.000334912,0.000350141,0.000384418,0.000464119,1.658792703,0.000505607,0.000454986,0.000410987,46.24064927,1.012357572,0.000708545,95.02849372,0.61845861,154.964542,0.00034346,0,0,18646.0365
53,0.002512483,0.001430448,5.37727E-05,0.000200892,44.88899778,0.000575952,25.47006473,0.000415416,0.000737078,0.000870921,0.000821915,1292.399897,38.25214964,0.00038768,0.004935081,0.000718424,0.001732992,0.000392856,0.000777926,0.001348106,0.000633733,0.000359005,0.000875467,0.00207356,9.186623273,0.002380015,0.000821123,0.000370669,0.000423402,91.47098992,0.001268954,0.002002996,0.000821855,35.08439321,0.003604246,0.002568696,0.001717742,263.5538964,0.001247392,0.004910506,0.000388184,0.000422202,0.001156348,0.001183701,0.001011088,12.3199007,0.001911545,1.117409002,0.000457826,5584.795541,28.03103333,105.9420195,4761.680844,0.001142581,0.001195722,0.000347396,0.001367497,136.5818001,0.000487742,0.00085903,0.000866345,958.3658054,0.002408443,8410.764356,0.001704566,8973.860265,2.159098893,29.19724925,973.8665852,765.0922358,0.002913574,0.000375873,0.002378285,0.002030105,682.4728204,113.6312208,0.000421296,0.000439132,32.90010629,0.000413936,1.022120599,0.000411169,475.6133518,57.72195327,0.000412762,43.80734156,1.180685951,0.000413792,0.000429881,0.000836252,8.412874381,0.000377305,28.10263379,0.000825843,0.000827338,0.000411504,0.000822795,0.000414964,0.001720127,0.000363817,139.5702134,0.000470041,0.000414751,0.000565529,258.725079,0.000492036,0.001243574,0.000917089,138.4911571,7.344189652,2.148288085,13.43111585,0.000472389,0.000309987,0.000484382,2.763858909,0.000306324,114.0047717,124.8222688,2.827100858,1255.363566,0.000561125,0.000466064,7.486856876,0.000372911,0.000603634,0.000569752,0.000372518,0.000526478,0.000517439,0.000297906,1.046871464,2.076229099,9.950454954,4.639853775,0.000387336,0.000366041,0.000606571,0.00031916,0.000524212,0.000366061,0.000543925,0.00040737,1.95508077,0.000412227,15.44401025,1076.604979,76.37444417,1011.627069,67.0579839,0.000359489,0.000394681,2.382965514,0.000340253,0.000519106,24.52547463,0.00042196,47.50895137,140.2176294,0.000727463,0.000639858,0.00025368,754.9450188,0.00035263,0,0,6897.319154
54,57.87352398,0.001007661,3.78795E-05,0.000141516,0.000361428,0.000405722,0.000287063,8.766171522,0.000519225,3.063192847,44.30198294,9.682468779,0.000283672,0.000273096,393.4224788,0.000506085,0.813282753,0.921286473,3.647324795,7.116896278,13.37326489,2.525369584,7.184590813,10.69843416,1.43762581,2.791185877,0.00057843,10.42915938,3.971089398,7.89062206,4.958996571,17.8365405,251.0673343,38.55275254,0.002538966,3.012766708,0.001210041,101.5010925,7.800252789,33.56031038,0.000273451,1.98001439,0.000814575,11.0979538,13.03898355,14.4374252,25.09612052,10.47932844,7.514256562,21.20997872,54.56356364,2.159265128,0.001039479,1501.194671,149.4774549,0.000244719,316.3914904,2011.809065,0.000343584,0.000605133,0.000610286,0.00113845,0.001696598,752.0330733,0.00120076,9.601797213,4.051701187,0.000195848,4.526567962,0.873024911,15.61317953,0.881459535,10.03854444,5.551263911,11.63613644,252.7118432,204.4715867,377.864836,599.2661123,0.000291592,0.000287719,0.000289643,118.0422167,0.966855767,3.871293081,80.3263829,0.00033258,71.79420592,0.000302824,10.78832855,758.1398575,245.9853118,404.5315055,344.7087509,635.3138175,640.6440451,0.000579608,2.919008602,692.4942293,0.000256287,20.1302963,0.000331114,664.1748763,413.6991164,433.6886506,109.6013501,496.0455429,945.1268376,115.7597641,402.9046376,670.5092524,1359.819253,136.2323168,57.41780436,416.810909,193.5457665,11.49162198,97.60767034,650.4496619,106.0469766,171.1047506,60.51928544,36.06088433,81.12100183,132.025333,0.000425222,106.8689486,0.000262415,53.07934646,124.9603062,41.21040559,5.915316431,39.9030817,236.7865964,107.3291318,1.81650406,0.000257853,8.533394698,9.728221665,0.000369274,0.000257867,7.652080403,58.26325066,28.41568014,115.0160397,75.30222605,5.125409134,11.42200378,0.894977345,0.000242223,33.71494602,0.000278028,0.000335671,2.393465501,77.895427,166.4792326,16.81899017,44.54288033,563.2670708,0.000512452,1175.048,140.3852919,241.5258378,0.000248406,0,0,-2381.957079
55,0.001783317,0.001015307,3.81669E-05,0.00014259,0.00036417,0.000408801,0.000289241,0.983263597,0.000523165,0.000618165,21.37501856,2.931248746,0.000285825,0.000275169,2987.364309,0.000509925,0.001230047,0.000278842,0.000552159,0.000956862,0.75029839,0.000254815,0.000621391,0.001471777,0.00217325,0.001689293,0.000582819,0.000263094,0.000300524,0.000597145,0.000900681,0.948694595,8.736181826,13.28415549,0.002558231,0.001823216,0.001219223,11.17169345,0.000885377,0.003485391,0.000275526,0.000299672,0.000820756,0.00084017,0.000717653,0.003496422,0.001356781,0.000634449,0.000324957,0.004957959,19.37520218,162.1771218,5.232795134,9.911209006,2574.539331,0.000246576,218.9082807,2798.937975,0.000346191,0.000609725,0.000614916,0.001147088,7.584165069,0.000868993,0.001209871,39.69257566,7811.175459,0.000197334,0.000548124,0.00079203,0.002068004,0.000266788,0.001688065,0.001440933,1157.134125,29.69916397,45.84947874,86.23081448,50.94338588,0.000293805,58.95995008,0.000291841,77.1315483,0.975569337,0.976692361,0.901004403,0.000335103,46.99035071,0.000305122,23.75138864,6608.026752,1861.182437,1376.839089,137.7299877,76.32938594,688.3147709,29.19904289,0.000294534,55.80076502,24.10708366,0.000554017,46.70444679,324.7735737,195.3301131,61.94603488,5.821010028,134.3527034,408.9800648,37.35225974,50.96196746,86.33568276,3385.605454,61.46824605,22.73498792,1690.312626,38.35814994,2.174358659,594.6124264,317.1912623,33.88485974,89.23665888,58.42304174,8.82098887,2.57794605,417.303385,0.000428449,40.43867922,0.000264406,0.000373685,0.000367269,7.048439862,38.62070234,0.000589294,67.09034145,40.97879088,1.83341854,0.00025981,1.4352897,2.265471919,0.000372076,0.000259823,0.000386069,8.674617402,8.325475341,0.975425737,0.974883547,47.40494882,551.922001,0.000270879,0.000244061,0.000255159,0.000280138,0.000338218,0.000241506,42.98422999,98.36009612,46.91996992,44.94231545,4404.591159,0.00051634,281.558292,0.000180057,18.85006632,0.00025029,0,0,-7163.643347
56,0.000685981,0.000390554,1.46815E-05,5.48493E-05,0.000140084,0.000157252,0.000111261,0.000113421,0.000201243,0.000237787,0.000224407,0.000112749,0.000109947,0.000105848,25.82747562,0.000196151,0.000473157,0.000107261,0.000212396,0.000368072,0.000173027,9.80186E-05,0.000239028,0.000566142,0.000835975,0.000649813,0.00022419,0.000101203,0.000115601,0.000229701,0.000346461,0.000546876,7.841283266,0.000438083,0.000984063,0.000701328,0.000468993,0.000752132,0.000340574,0.00134071,0.000105985,0.000115273,0.000315716,0.000323185,0.000276056,0.001344953,0.000521907,0.000244051,0.000125,0.001907156,0.000353711,0.000502602,0.000402886,0.000311958,14.14752373,150.8101977,27.3632631,3.265178774,0.000133168,0.00023454,0.000236537,0.000441245,0.000657575,2010.997304,0.000465396,0.000782232,0.000588926,7.59075E-05,0.000210845,0.000304667,0.00079549,0.000102624,0.000649341,0.000554277,4.5159601,122.9117064,51.76172306,1.1989586,133.9026087,0.000113017,0.000111515,0.000112261,0.000112671,0.000112566,0.000112696,16.62909931,0.000128903,0.000112977,12.91069074,0.000228321,0.000344423,2.060302882,1.043002006,6.764334984,0.000225887,0.000112352,0.000224647,0.000113297,1.12661128,9.93327E-05,0.000213111,0.000128335,1.132388949,0.000154406,1.134726661,0.00013434,3.395498103,45.07079639,1.567446353,4.010053498,2.345066742,10.15775726,5.159033222,0.846354676,0.00013225,4.024103778,8.36354E-05,0.000135312,31.15323474,1.029045586,0.000111937,3.064065699,0.000127249,43.13774971,1.01815467,0.00016481,0.000155559,0.000101708,0.000143744,0.000141276,8.13369E-05,0.000114293,1.133430039,0.00013583,8.4448E-05,0.000105754,9.99399E-05,0.000165611,8.714E-05,0.000143125,9.99451E-05,0.000148507,0.000111224,0.00010674,1.125497997,4.497364387,9.94711E-05,8.460622986,0.000104198,9.3882E-05,9.81509E-05,0.000107759,0.000130101,9.2899E-05,0.000141731,0.000127541,2.304145395,51.83091524,265.2956577,0.000198618,33.19295277,6.92619E-05,8.439487919,9.62781E-05,0,0,-32.8757356
57,0.00179922,0.001024362,3.85073E-05,0.000143861,0.000367418,0.000412446,0.00029182,0.000297485,0.00052783,0.000623677,2.941511293,2.957499656,0.000288374,0.000277623,124.6931911,9.434024922,14.97098372,11.25502621,13.92926272,46.67969086,15.12945935,0.000257088,17.76642044,89.10525558,3184.820456,231.0218214,16.67239547,222.0809406,205.1688159,374.5307417,309.8862693,478.9309349,485.8622949,210.6892895,1097.310014,1106.637896,1111.219829,1020.915253,348.3845507,458.9821082,272.4019451,96.74790163,234.4371853,269.2841439,108.6020237,1272.691085,1024.734202,571.8117974,540.9431045,3290.468515,1024.099428,463.5180349,474.30087,732.7765285,1764.816335,62.19610557,10496.48014,5383.26494,2.328463681,74.42590618,107.4883196,455.2849992,1939.251264,1148.464635,295.9766789,6824.268351,1084.346292,16.59065405,284.7839166,60.36834021,746.0253594,53.83219866,715.2130107,679.894534,30914.28782,199.4187065,0.000301695,37.73808529,428.3438811,2.964889672,0.000292487,0.981820532,2.955815964,0.000295244,0.985624535,2.726227141,0.000338092,0.000296321,1809.336579,1.995577964,5689.34608,1559.225063,22.9730335,124.2114461,72.09486071,0.000294683,0.000589214,0.000297161,0.001231805,0.000260534,8.386650944,0.000336602,0.990049539,64.80351859,151.7912505,0.000352353,4029.376761,2.18999821,634.581686,0.000350592,77.90299418,0.000296025,1.128006317,0.740211105,0.000346872,0.000263865,0.000219363,330.0985811,0.000255344,0.000269903,1.95778667,29.4720994,538.5367324,83.23915626,0.000267046,0.00043227,0.000408006,0.000266764,0.000377018,0.000370545,0.000213334,71.95290912,43.60128002,0.00035626,0.000221494,0.000277376,0.000262127,0.000434373,0.000228555,0.000375394,0.000262141,0.000389512,0.000291723,0.000279963,0.000295201,0.00088465,412.2423378,1307.234241,33.71084457,0.821080337,0.000257435,0.000282636,0.000341235,0.00024366,0.000371738,0.00033452,0.000302171,45.34522986,1412.006115,0.000520945,155.8120008,2.422401438,244.9375497,0.000252523,0,0,-10051.14829
