SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.229,0,3.454,0,0,0,0.004,0.002,77.281,1.827,0.001,8.505,564.418,0.001,1.758,0.006,0.002,0.001,21.589,0.001,0.002,0.002,0.002,0.001,11.18,125.145,1.732,0,36.244,1.314,76.961,49926.916,0.001,0,57.939,0,0,0,0,0.008,0.023,5.307,1.188,668.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,89.215,0.002,1106.516,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.009,0,0
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.409,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.003,0.001,0.001,0,0.003,0.001,0.001,0.568,0,0,0.001,0,0.001,0,0,0.001,0.001,0.001,518724.31,0.001,854.758,0.003,1.463,0.001,0.003,0,0,0,0.001,60.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.966,0.001,4063.14,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.831,0,0,0,0,0,0,0,0,0,0,24.28,0,0,0,0,0,0,0,0,0.001,0,0.278,0.001,0.453,0,0,0,0,4.803,0,0.004,14.02,1.098,0,33.975,0.001,0.001,0.001,0,0,0.002,0.001,0.001,0,0.001,0.001,0.002,0.002,8586.676,58731.3,331.692,0.005,3.561,0.001,6868.017,0,0,0,0.001,136.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.775,0.001,1441.159,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.878,0,0,0,0,0,0,0,0,0,0,425.817,0,0,0,0,0,0,0,0,0.001,0,1.355,41.134,34.319,0,0,0,0.001,0.521,6.018,661.158,0.003,3.214,1.596,60.229,0.002,612.723,334.283,1.108,1.196,586.984,0.001,1.042,0,0.983,1.171,75.234,34.857,27.009,24.843,203889.976,28.524,31.194,0.002,46.987,0,0,0.001,16.703,1884.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,250.628,0.001,10481.996,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.008,290.709,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.783,0.002,28.858,0.004,5.531,0,0,0,0.001,0.867,0.001,4.675,0.218,0,0,84.754,30.113,8.34,256.016,0.001,16.28,0.005,38.116,408.844,0,0.001,0.001,9.824,12.78,0.005,7.717,0.005,285338.135,0,0.001,106.765,0,0,0.001,0.003,773.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514.113,0.001,20006.37,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.009,27.43,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0.001,11.405,0,0,0,0,0,0,0.343,0,0.438,0,0.002,0,0.001,138.449,0,0,0.001,0,0.001,0,0,0,23.014,3.602,0.001,0.001,0.001,0.001,9068.404,0,1.4,0,0,0,0.001,22.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,9.261,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.001,0.001,70.427,166.255,0,0,0,0,0.001,0,0,0,0,0,0.005,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0,0,0.001,0.001,0.001,0.003,11.432,3.352,0.001,0,35965.824,17277.498,0,0,0,12.312,246.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.575,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,4.016,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.001,0.001,0.003,0.001,0,0,0,0,0.001,0,31.726,0,0,0,53.528,0.001,0.002,1.432,0.001,0.001,0.003,0.001,95.628,0,0.001,432.748,0.001,0.002,999.511,4654.986,12.533,0.002,0,8.42,26719.901,0,0,0.001,2.563,222.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.026,0.001,2024.93,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.005,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.683,0,0,0,0,0,0,0,0,0,0,3.91,5.992,7.212,14.244,294.441,0.13,0.252,2.11,0,0.006,0.003,6.134,3.711,0,17.066,0,11.948,0,0.001,0,27.601,19.729,4.057,3.005,19.525,0.554,0.001,0.001,0.001,0.001,0.003,0.001,0.708,0,3.274,10.035,0.001,1.842,0,0,0,0,0,0,0,48942.291,3559.892,42.556,54.243,462.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.936,0.001,155.899,19.63,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.01,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,0,0,0,0,0,0,0,0,0,2.813,0,0,0,0,0.001,0.002,0,0,0,0,0,0.141,0,0,0,0,0,0,0,3.388,0.376,0,0,0.056,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,5.125,9960.53,0,0.154,2.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,1.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428,0.004,0.01,0.002,0.004,0.008,0.006,0.002,0.005,0.011,0.009,35.423,40.913,6.597,0.001,0.001,0.001,9.608,0.001,0,0.004,1.847,0.001,51.336,351.801,0.005,0,0,0.001,2.097,0.001,49.184,0.008,38.362,0.001,6.693,0.002,1.502,0.003,0.008,0.009,0.032,0.009,576.549,0.002,0.003,0.003,0.005,0.008,0.006,0.005,24.018,0.846,0,0,1.102,31.603,0.017,93475.991,19.497,5065.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,242.912,0.001,12511.145,429.855,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.01,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.402,0.002,0.006,0.001,0.002,0.004,0.003,0.001,0.003,0.006,1.6,32.527,1612.163,11.368,0,39.088,0.001,20.97,116.731,0,16.534,0.001,49.04,55.034,229.329,13.651,0.699,0.332,0.886,1.287,0,67.864,36.584,322.135,2.389,67.586,2.074,15.814,0.002,0.004,0.004,1919.473,2.909,9.135,1.438,25.259,0.002,0.003,0.004,0.003,0.003,7.136,8.536,0,0,0.001,139.866,0.009,0.521,71041.006,637.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.427,0.001,1018.4,1930.113,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.005,0,0
75,0,0,0,0.001,0.001,70.548,0,0,0,0,0,0,0,0,8977.382,0.002,0.007,0.001,0.003,0.006,2135.436,0.001,0.004,0.008,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.891,0.004,0.004,0,0,0,0,0,0,0,0,0,0,0.01,0.008,61.628,0,0,0,0,0,0,0.008,14.053,2547114.886,0,0,0,0,0,0,0,0,0,98.494,716.788,0.001,301.639,0,0,0,0,0,0,0,0,0,0,0,1707.736,11447.362,0,0,0.003,0.003,0.002,9492.397,0.006,1514.795,0.001,0.007,0,0.001,0.001,0.001,29.949,0.001,0.001,0.001,0.001,0,0,0,0,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5993.229,25611.095,23259.466,27663.882,0.001,0.001,0.001,0.001,0.002,347.687,0.001,0,0,0,0,0,0,0.021,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402123.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689.171,0,0,0,0,0,69.738,5.127,0,0,0,0,0,52.072,0,2.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.483,0,0,37012.41,0,0,1606.555,0,0,0,0,0,18.137,0,0,0,0,0,0,0,0.011,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9939.896,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297472.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.263,0,0,0,0,0,0,2.009,0,0,0,0,0,7.497,0,0.823,0,0,0,0,0,0,1.415,0,0,0,0,0,0,0,0,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.354,0,10263.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148.244,0,0.001,0,0,0,0,0,2649.053,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335485.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.105,0,0,0.237,0,0.124,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8594.754,1665.028,159.31,0,44.137,0,0,0,0,0,24.717,0,0,0,0,0,0,0,0.016,0,0
79,190.506,0.002,0,0,0,0,0,0,0,0,0,0,0,0,4345.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,5593.443,0,0,0,0,1615369.515,0,0,0,0,0,0,0,0,0,0,885.391,0,0,0,235.606,0,0,0,0,0,0.71,1390.558,0,0,0.001,0.001,0.001,2011.808,0.003,13103.001,0.002,47.833,0,0,0,0,102.322,0,0,0,0.001,0,0,0.001,135.16,8687.157,0.003,6.687,0.008,0.002,0.01,0.006,0,0,0,0,0,0,0,0,0,0,0.001,0.001,450.365,0,25313.957,3688.253,6053.111,0.001,5366.295,0.001,0,0.001,3961.299,0.001,260.26,0.001,0,0,0,0,0,0,0.022,0,0
80,0,0,0,0,0,860.788,0,0,0,0,0,0,0,0,24.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326064.87,0,0,0,0,0,1597.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652.308,0,0,0,1803.041,0,128.665,0,430.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3096.833,0.001,0,0.003,0.001,0.004,1734.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.017,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78180.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.82,0,0,0,0,0,225.555,0,804.57,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.025,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48381.467,0,0,0,2497.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.384,0,72.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.979,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.021,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437851.444,0,0,4877.379,21868.507,7645.871,0,0,0,0,0,0,0,0,0,0,0,326.568,0,0,0,0,0,0,105.619,153.08,487.19,0,0,0,0,0,0,0,0,0,0,0,6377.522,0,0,0,0.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.023,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129161.289,0,14.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.759,4.995,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.027,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,177.692,0,89.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63100.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.639,0,393.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.021,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.168,0,0,44.299,0,358.587,707.949,441.75,0,188195.785,0,1613.157,0,0,0,0,0,0,0,0,0,0,0,2.902,0,0,0,0,0,0,396.635,8103.361,1146.506,0,0,0,0,0,0,0,0,0,0,6.145,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.237,1429.299,0,0,0,0,0,0,0,0,40.067,0,0,0,0,0,0,0,0.01,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.595,0,0,0,141411.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.606,0,429.148,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.658,0,0,0,0,0,0,0,0.013,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.227,0,0,2682.852,0,166558.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.973,419.25,999.599,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.026,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2279.662,0,0,0,5379.736,0,0,0,0,0,0,0,0,0,749014.522,0,0,102114.062,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,29282.293,0,35960.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.988,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.614,0,0,0,0,0,0,0,70.568,0,0,0,0,0,0,0,0.006,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.004,0.001,0.003,6.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.835,0,0,0,381.07,0,0,0,0,0,0,0,0,0,0,260454.612,0,0,0,0,0,0,0,0,102.556,0,102.641,0,0,0,0,6.15,653.475,0.001,3402.093,535.758,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.026,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.599,0,0,0,14649.456,0,0,0,0,0,0,0,0,0,0,0.001,898600.19,11.653,132.484,0,0,0,0,0,0,0,13962.358,0,0,0,0,0,3526.28,3.325,4866.404,9222.66,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.107,0,0,0,0,0,0,0.001,109.512,0,0,0,0,0,0,0,0.016,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,1439.874,0.003,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1327.757,0,0,0,304.832,0,0,0,0,0,0,0,0,0,33551.047,0,5252.831,492843.44,1307.61,0,0,0,0,0,0,0,45.652,0,0,0,107.94,0,35347.795,3583.903,31758.68,0,0.001,0,0,0,115.725,0,0,0,0,0,0,0,0,254.348,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.665,0,0,0,0,0,0,0,67.921,0,0,0,0,0,0,0,0.009,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.002,0.006,0.002,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4734.059,0,0,0,426.634,0,0,0,0,0,0,0,0,0,0.001,1694.898,0.002,1571.375,394337.383,0,0,0,0,0,0,0,0.001,0,0,0.001,0.001,5.199,2247.943,6.489,37125.183,449512.821,0.003,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,137.143,0.677,0,0.001,83.318,0.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,3.732,0.001,0.001,0.001,0.001,0.001,0.001,0.002,328.009,0.001,0,0,0,0,0,0,0.037,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118362.736,35686.754,0,0,0,0,52005.825,1740.979,0,0,0.001,0.001,0.001,4094.586,0.002,8156.856,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.029,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30178.257,904680.834,0,0.001,4570.879,0,0,0,0,0,0.001,0.001,0.001,1916.447,0.001,3912.579,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0.033,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88877.287,0,0,0,0,0,0,0,0,0,0,10.621,0,9.725,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.017,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,796459.57,7340.615,0,0,0,0,0,0.001,0.001,0.001,2422.431,0.001,6837.699,0.001,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,0,0
