SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
38,4.20225E-08,2.80239E-08,4.93001E-09,1.84182E-08,2.33484E-08,2.33452E-08,7.00254E-08,1.40076E-08,2.80124E-08,2.80021E-08,7.0027E-08,2.33377E-08,2.33389E-08,2.33469E-08,64.33627951,4.8265E-09,1.20742E-08,2.41525E-09,4.83083E-09,9.65712E-09,4.82804E-09,2.41527E-09,4.83014E-09,1.20718E-08,1.20745E-08,184.0015719,0.667047389,0.000654368,0.000763259,11.99616294,20.08794259,509.8808673,36.99455483,57.99388248,1327.889191,0.002803727,3.009596333,186189.8548,165.2763332,42.02013826,0.000700304,6.987994654,4.001677636,0.001998743,0.001300295,45.28590395,132.5522818,21.13032619,1.004458563,43.22811104,54.28322251,57.19220255,0.002815735,1.000367267,0.002099984,0.000700085,4.991942188,12.00022767,0.000698032,177.0433346,1.001063718,0.002790861,8.968071647,0.002097199,0.002698074,92.94707752,0.00354847,0.000706364,0.000710181,11.15770294,98.77552819,7.18308467,31.04867506,728.8766588,1707.658467,7.41727E-08,7.15655E-08,7.47311E-08,6.73424E-08,7.00296E-08,6.99665E-08,7.00492E-08,7.00321E-08,7.00202E-08,7.00012E-08,3.5011E-08,3.502E-08,7.00309E-08,1.40046E-08,7.00418E-08,4.20155E-08,2.33441E-08,1.3071E-07,7.00274E-08,7.00293E-08,7.0026E-08,4.66898E-08,2.33462E-08,1.0519E-07,1.75092E-08,3.50249E-08,1.74932E-08,7.00269E-08,0.000699958,0.000700033,0.000699683,127.8585367,0.001399969,1628.640777,194.9774505,0.002099893,7.00267E-08,8.75426E-09,8.7543E-09,8.75332E-09,8.75394E-09,8.74818E-09,8.75286E-09,8.75539E-09,8.75374E-09,7.00257E-08,2.33426E-08,2.33427E-08,2.33374E-08,9.99862E-09,1.00278E-08,9.99669E-09,9.99163E-09,1.00306E-08,9.99567E-09,9.99452E-09,7.00273E-08,7.00401E-08,2.33382E-08,2.33421E-08,2.33428E-08,1.40068E-08,1.40053E-08,1.40047E-08,1.40025E-08,1.39966E-08,2.33492E-08,2.33344E-08,2.33409E-08,7.00251E-08,7.00237E-08,5.83402E-09,5.83509E-09,5.83541E-09,5.83539E-09,5.84261E-09,5.83628E-09,5.83507E-09,5.83517E-09,5.8384E-09,5.83445E-09,5.8351E-09,2.57686E-09,1.75065E-07,3.50062E-08,2.33401E-08,2.33429E-08,9.33659E-08,3.51924E-08,266.9800601,7.00252E-08
39,1.79861E-08,1.19945E-08,2.1101E-09,7.88321E-09,9.99337E-09,9.992E-09,2.99716E-08,5.9954E-09,1.19896E-08,1.19852E-08,2.99723E-08,9.98879E-09,9.98931E-09,9.99274E-09,29.65870681,2.0658E-09,5.16791E-09,1.03375E-09,2.06765E-09,4.13335E-09,2.06645E-09,1.03376E-09,2.06735E-09,5.16684E-09,5.168E-09,37.9882293,0.333084519,0.00032683,0.000326683,0.000653369,1.001927823,3.001916612,0.000598819,0.00119961,3.004834823,0.001200026,9.004723924,48.90860964,41256.63746,0.003507681,0.000299738,0.000299693,0.000599124,0.000898247,0.0005994,0.003213675,1.006114313,0.000501867,0.000300779,72.24613887,0.000902369,0.001104274,0.001205165,0.000899067,0.000898816,0.000299644,0.000898958,1.000554127,0.000298765,0.000598629,0.000599553,0.001194519,0.001786676,0.000897624,0.001197623,351.0528972,21.26215001,0.000302332,0.000303965,47.57511083,0.002139683,0.000307001,116.9427512,68.94058647,1100.162372,3.17467E-08,3.06308E-08,3.19857E-08,2.88233E-08,2.99734E-08,2.99464E-08,2.99818E-08,2.99745E-08,2.99694E-08,2.99613E-08,1.49851E-08,1.49889E-08,2.9974E-08,5.99412E-09,2.99787E-08,1.79831E-08,9.99152E-09,5.59453E-08,2.99725E-08,2.99733E-08,2.99719E-08,1.99837E-08,9.99245E-09,4.50227E-08,7.49414E-09,1.4991E-08,7.4873E-09,2.99723E-08,0.00029959,0.000299622,0.000299472,26.1417221,0.000599202,484.2818211,0.000299595,0.000898777,2.99722E-08,3.74692E-09,3.74694E-09,3.74652E-09,3.74678E-09,3.74431E-09,3.74632E-09,3.7474E-09,3.7467E-09,2.99717E-08,9.99087E-09,9.99091E-09,9.98866E-09,4.27952E-09,4.29199E-09,4.27869E-09,4.27653E-09,4.29321E-09,4.27826E-09,4.27776E-09,2.99724E-08,2.99779E-08,9.98899E-09,9.99068E-09,9.99096E-09,5.99505E-09,5.9944E-09,5.99417E-09,5.9932E-09,5.99068E-09,9.99371E-09,9.98737E-09,9.99016E-09,2.99715E-08,2.99709E-08,2.49702E-09,2.49748E-09,2.49762E-09,2.49761E-09,2.5007E-09,2.49799E-09,2.49747E-09,2.49752E-09,2.4989E-09,2.49721E-09,2.49749E-09,1.10292E-09,7.49296E-08,1.4983E-08,9.9898E-09,9.99102E-09,3.99616E-08,1.50627E-08,1.998948659,2.99715E-08
40,5.9975E-08,3.9996E-08,7.03616E-09,2.62867E-08,3.33231E-08,3.33185E-08,0,0.001199183,0.002398125,472.6937149,0,3.33078E-08,3.33095E-08,3.3321E-08,694.5730835,6.88843E-09,1.72325E-08,3.44707E-09,6.8946E-09,1.37827E-08,6.89062E-09,3.4471E-09,6.89362E-09,1.72289E-08,1.72328E-08,8.994538682,14.99356299,0.001137814,2.079742587,26.90016949,0.003386327,19.98437327,9.99308E-08,34.97740513,42.9948353,0.004786913,12.96531222,40.97326361,0.00350102,123693.23,0.001183901,0.001183723,0.002366416,0.992007944,0.002367503,73.70395929,22.23049513,0.002416629,0.001206582,6.979618989,0.004174778,0.005340863,0.005575657,0,0,0,0,0,0,0.002115156,0.002421335,0.004723618,135.9285733,0,0,0,0.005975018,0.001189397,0.001195823,2.989977132,21.97837478,0.001209334,0.006959713,6.98769742,1185.259032,1.0586E-07,1.02139E-07,1.06657E-07,9.61118E-08,9.9947E-08,9.98569E-08,9.99749E-08,9.99505E-08,9.99335E-08,9.99063E-08,4.9968E-08,4.99808E-08,9.99488E-08,1.99875E-08,9.99644E-08,5.9965E-08,3.33169E-08,1.86551E-07,9.99438E-08,9.99465E-08,9.99418E-08,6.66361E-08,3.332E-08,1.50129E-07,2.49893E-08,4.99878E-08,2.49665E-08,9.99431E-08,0.001198577,0.001198704,0.001198106,37.97874971,0.002397244,756.534663,0.001198597,0.003595763,9.99427E-08,1.24942E-08,1.24942E-08,1.24928E-08,1.24937E-08,1.24855E-08,1.24922E-08,1.24958E-08,1.24934E-08,9.99413E-08,3.33147E-08,3.33149E-08,3.33074E-08,1.42701E-08,1.43117E-08,1.42674E-08,1.42602E-08,1.43158E-08,1.42659E-08,1.42643E-08,9.99436E-08,9.99619E-08,3.33085E-08,3.33141E-08,3.3315E-08,1.99906E-08,1.99884E-08,1.99877E-08,1.99844E-08,1.9976E-08,3.33242E-08,3.33031E-08,3.33124E-08,9.99405E-08,9.99385E-08,8.32637E-09,8.3279E-09,8.32836E-09,8.32832E-09,8.33863E-09,8.32959E-09,8.32787E-09,8.32801E-09,8.33262E-09,8.32698E-09,8.32791E-09,3.67772E-09,2.49854E-07,4.99612E-08,3.33112E-08,3.33152E-08,1.33253E-07,5.0227E-08,2.998083548,9.99406E-08
41,5.99975E-09,4.0011E-09,7.0388E-10,2.62966E-09,3.33356E-09,3.3331E-09,9.99785E-09,1.99993E-09,3.99945E-09,3.99799E-09,9.99808E-09,3.33203E-09,3.3322E-09,3.33335E-09,76.99088156,6.89102E-10,1.7239E-09,3.44836E-10,6.89719E-10,1.37879E-09,6.89321E-10,3.44839E-10,6.89622E-10,1.72354E-09,1.72393E-09,0.001193728,9.99947E-09,2.50014E-09,2.49902E-09,4.99806E-09,0.000299245,0.000498325,9.99684E-09,1705.434959,0.001106811,0.000402649,0.000402802,0,0,0.001102215,84819.33622,625.9159765,0.000199886,171.7852937,0.000199978,262.9237328,0.00049977,0.000199949,9.98313E-05,0.997702659,0.000298619,0.000398643,0.000398822,0.000294014,0.000293932,9.799E-05,0.000293979,0.000882091,9.77026E-05,0.000200684,0.000200993,0.000400449,16.02692493,2.14172E-09,2.85751E-09,4.99907E-09,4.54782E-09,9.05297E-10,9.10188E-10,3.6349E-09,0,0,4.54241E-09,5.45372E-09,114.0700908,1.059E-08,1.02177E-08,1.06697E-08,9.61479E-09,9.99846E-09,9.98944E-09,1.00012E-08,9.99881E-09,9.9971E-09,9.99439E-09,4.99868E-09,4.99996E-09,9.99864E-09,1.9995E-09,1.00002E-08,5.99875E-09,3.33294E-09,1.86621E-08,9.99814E-09,9.99841E-09,9.99794E-09,6.66611E-09,3.33325E-09,1.50185E-08,2.49987E-09,5.00066E-09,2.49759E-09,9.99806E-09,9.9804E-05,9.98146E-05,9.97649E-05,23.99957684,0.000199616,148.7186337,9.98058E-05,0.000299415,9.99803E-09,1.24989E-09,1.24989E-09,1.24975E-09,1.24984E-09,1.24902E-09,1.24969E-09,1.25005E-09,1.24981E-09,9.99789E-09,3.33272E-09,3.33274E-09,3.33199E-09,1.42755E-09,1.43171E-09,1.42727E-09,1.42655E-09,1.43212E-09,1.42713E-09,1.42696E-09,9.99812E-09,9.99995E-09,3.3321E-09,3.33266E-09,3.33275E-09,1.99981E-09,1.9996E-09,1.99952E-09,1.9992E-09,1.99836E-09,3.33367E-09,3.33156E-09,3.33249E-09,9.99781E-09,9.99761E-09,8.3295E-10,8.33104E-10,8.33149E-10,8.33145E-10,8.34176E-10,8.33272E-10,8.331E-10,8.33114E-10,8.33575E-10,8.33011E-10,8.33104E-10,3.6791E-10,2.49948E-08,4.998E-09,3.33237E-09,3.33277E-09,1.33303E-08,5.02459E-09,156.1844144,9.99782E-09
42,5.99969E-09,4.00107E-09,7.03873E-10,2.62963E-09,3.33353E-09,3.33307E-09,9.99776E-09,1.99991E-09,3.99941E-09,3.99795E-09,9.99799E-09,3.332E-09,3.33217E-09,3.33332E-09,20.99811159,6.89096E-10,1.72388E-09,3.44833E-10,6.89713E-10,1.37878E-09,6.89314E-10,3.44836E-10,6.89615E-10,1.72352E-09,1.72391E-09,1.990345705,9.99937E-09,2.50012E-09,2.499E-09,4.99801E-09,0.000299242,0.000498321,9.99674E-09,0.999958344,0.001106801,0.000402646,0.000402798,0,0,0.001202426,16851.1029,5340.231596,6.993781416,83.89742619,32.9598034,139.9286185,1.000019217,1.998137258,7.986423189,0.001694366,0.000298616,0.000298871,0.000398819,0.000294011,0.000293929,9.7989E-05,0.000196043,0.000882083,9.77017E-05,0.000200682,0.000200991,0.000400445,3.005424703,2.1417E-09,2.85749E-09,4.99902E-09,4.54778E-09,9.05289E-10,9.10179E-10,3.63487E-09,0,0,4.54236E-09,5.45367E-09,117.0707795,1.05899E-08,1.02176E-08,1.06696E-08,9.6147E-09,9.99836E-09,9.98935E-09,1.00012E-08,9.99871E-09,9.99701E-09,9.99429E-09,4.99863E-09,4.99991E-09,9.99854E-09,1.99948E-09,1.00001E-08,5.9987E-09,3.33291E-09,1.86619E-08,9.99804E-09,9.99831E-09,9.99784E-09,6.66605E-09,3.33322E-09,1.50184E-08,2.49985E-09,5.00061E-09,2.49757E-09,9.99797E-09,9.9803E-05,9.98137E-05,9.97639E-05,7.999915093,0.000199614,151.711505,9.98048E-05,0.000299412,9.99793E-09,1.24987E-09,1.24988E-09,1.24974E-09,1.24983E-09,1.24901E-09,1.24967E-09,1.25004E-09,1.2498E-09,9.99779E-09,3.33269E-09,3.33271E-09,3.33196E-09,1.42754E-09,1.4317E-09,1.42726E-09,1.42654E-09,1.4321E-09,1.42712E-09,1.42695E-09,9.99802E-09,9.99985E-09,3.33207E-09,3.33263E-09,3.33272E-09,1.99979E-09,1.99958E-09,1.9995E-09,1.99918E-09,1.99834E-09,3.33364E-09,3.33153E-09,3.33246E-09,9.99771E-09,9.99751E-09,8.32942E-10,8.33095E-10,8.33141E-10,8.33137E-10,8.34168E-10,8.33264E-10,8.33092E-10,8.33106E-10,8.33567E-10,8.33003E-10,8.33096E-10,3.67906E-10,2.49946E-08,4.99795E-09,3.33234E-09,3.33274E-09,1.33302E-08,5.02454E-09,186.2180822,9.99772E-09
43,1.80097E-08,1.20103E-08,2.11287E-09,7.89355E-09,1.00065E-08,1.00051E-08,3.0011E-08,6.00327E-09,1.20053E-08,1.20009E-08,3.00117E-08,1.00019E-08,1.00024E-08,1.00059E-08,43.02978898,2.06851E-09,5.17469E-09,1.03511E-09,2.07036E-09,4.13878E-09,2.06916E-09,1.03512E-09,2.07007E-09,5.17362E-09,5.17478E-09,0.002986438,3.00158E-08,7.50478E-09,7.50141E-09,1.50029E-08,0.000898256,1.994083962,3.00079E-08,0.00119872,17.1424928,0.00120865,0.001209107,0,0,5.001153366,0.000300179,1.000974891,33978.48508,512.7823309,0.000600282,1.005581315,0.001300007,11.99973868,328.738341,77.01584934,0.000896376,0.001196624,0.001197162,0.000882554,0.000882308,0.000294141,0.000882448,0.002647811,0.000293278,0.0006024,0.00060333,0.001202044,33.01616001,6.42889E-09,8.57752E-09,1.50059E-08,1.36514E-08,2.71747E-09,2.73215E-09,1.0911E-08,0,0,1.36351E-08,1.63707E-08,314.4238621,3.17884E-08,3.0671E-08,3.20277E-08,2.88611E-08,3.00128E-08,2.99857E-08,3.00212E-08,3.00138E-08,3.00087E-08,3.00006E-08,1.50048E-08,1.50086E-08,3.00133E-08,6.00199E-09,3.0018E-08,1.80067E-08,1.00046E-08,5.60187E-08,3.00118E-08,3.00126E-08,3.00112E-08,2.001E-08,1.00056E-08,4.50818E-08,7.50397E-09,1.50107E-08,7.49713E-09,3.00116E-08,0.000299586,0.000299618,0.000299468,8.006680098,0.000599194,55.9403706,0.000299591,0.000898766,3.00115E-08,3.75184E-09,3.75185E-09,3.75143E-09,3.7517E-09,3.74923E-09,3.75124E-09,3.75232E-09,3.75161E-09,3.00111E-08,1.0004E-08,1.0004E-08,1.00018E-08,4.28513E-09,4.29762E-09,4.28431E-09,4.28214E-09,4.29884E-09,4.28387E-09,4.28338E-09,3.00118E-08,3.00173E-08,1.00021E-08,1.00038E-08,1.00041E-08,6.00292E-09,6.00227E-09,6.00204E-09,6.00107E-09,5.99855E-09,1.00068E-08,1.00005E-08,1.00033E-08,3.00108E-08,3.00102E-08,2.5003E-09,2.50076E-09,2.5009E-09,2.50089E-09,2.50398E-09,2.50127E-09,2.50075E-09,2.50079E-09,2.50218E-09,2.50049E-09,2.50076E-09,1.10437E-09,7.50279E-08,1.50027E-08,1.00029E-08,1.00041E-08,4.00141E-08,1.50825E-08,266.5535063,3.00109E-08
44,1.80173E-08,1.20154E-08,2.11376E-09,7.8969E-09,1.00107E-08,1.00094E-08,3.00237E-08,6.00582E-09,1.20104E-08,1.2006E-08,3.00244E-08,1.00061E-08,1.00067E-08,1.00101E-08,27.02682023,2.06938E-09,5.17689E-09,1.03555E-09,2.07124E-09,4.14054E-09,2.07004E-09,1.03556E-09,2.07094E-09,5.17582E-09,5.17698E-09,0.003584784,3.00286E-08,7.50797E-09,7.50459E-09,1.50093E-08,0.000898637,0.001496479,3.00207E-08,0.001099586,106.8743661,0.001209163,0.00120962,0,0,6.003787403,103.125502,0.000200154,344.9628793,44416.95493,0.000500359,342.6430717,0.001400732,0.000600451,0.000199843,0.005088257,0.000896756,0.001197132,0.00119767,0.000882929,0.000784571,0.000294265,0.981762444,0.002648935,0.000293402,0.000602656,0.000603586,0.001202554,470.1532679,6.43161E-09,8.58116E-09,1.50123E-08,1.36572E-08,2.71862E-09,2.73331E-09,1.09157E-08,0,0,1.36409E-08,1.63776E-08,232.3552236,3.18019E-08,3.0684E-08,3.20413E-08,2.88734E-08,3.00255E-08,2.99985E-08,3.00339E-08,3.00266E-08,3.00215E-08,3.00133E-08,1.50111E-08,1.5015E-08,3.00261E-08,6.00454E-09,3.00307E-08,1.80144E-08,1.00089E-08,5.60425E-08,3.00246E-08,3.00254E-08,3.0024E-08,2.00184E-08,1.00098E-08,4.51009E-08,7.50716E-09,1.50171E-08,7.50031E-09,3.00243E-08,0.000299713,0.000299745,0.000299595,13.01306925,0.000599449,108.9022793,0.000299718,0.000899147,3.00242E-08,3.75343E-09,3.75344E-09,3.75302E-09,3.75329E-09,3.75082E-09,3.75283E-09,3.75391E-09,3.75321E-09,3.00238E-08,1.00082E-08,1.00083E-08,1.0006E-08,4.28695E-09,4.29945E-09,4.28613E-09,4.28396E-09,4.30067E-09,4.28569E-09,4.28519E-09,3.00245E-08,3.003E-08,1.00063E-08,1.0008E-08,1.00083E-08,6.00546E-09,6.00482E-09,6.00459E-09,6.00362E-09,6.00109E-09,1.00111E-08,1.00047E-08,1.00075E-08,3.00236E-08,3.0023E-08,2.50136E-09,2.50182E-09,2.50196E-09,2.50195E-09,2.50504E-09,2.50233E-09,2.50181E-09,2.50185E-09,2.50324E-09,2.50155E-09,2.50183E-09,1.10484E-09,7.50598E-08,1.50091E-08,1.00072E-08,1.00084E-08,4.00311E-08,1.50889E-08,79.17976471,3.00236E-08
45,1.20018E-08,8.00375E-09,1.40803E-09,5.26033E-09,6.6684E-09,6.66749E-09,1.99996E-08,4.00063E-09,8.00045E-09,7.99751E-09,2E-08,6.66534E-09,6.66569E-09,6.66798E-09,24.00803042,1.37847E-09,3.44845E-09,6.89805E-10,1.3797E-09,2.75812E-09,1.37891E-09,6.89811E-10,1.37951E-09,3.44775E-09,3.44851E-09,0.002387915,2.00028E-08,5.00125E-09,4.999E-09,9.99804E-09,0.000598605,0.000996843,1.99975E-08,0.000798837,0.002214048,0.000805454,0.000805758,0,0,0.002405338,1.001406907,0.000200012,0.000399849,0.00059948,28760.63488,138.2433492,0.000899725,164.8835579,14.99412332,0.003289664,0.000597352,268.0777265,19.95180557,0.000588141,0.000587977,0.000196018,0.00058807,0.001764522,0.000195443,0.000401444,0.000402064,0.000801052,0.001198156,4.28426E-09,5.71613E-09,1.00001E-08,9.0974E-09,1.81094E-09,1.82073E-09,7.27121E-09,0,0,9.08657E-09,1.09095E-08,347.3857675,2.1184E-08,2.04394E-08,2.13435E-08,1.92333E-08,2.00008E-08,1.99827E-08,2.00063E-08,2.00015E-08,1.99981E-08,1.99926E-08,9.99929E-09,1.00018E-08,2.00011E-08,3.99977E-09,2.00042E-08,1.19998E-08,6.66717E-09,3.73313E-08,2.00001E-08,2.00007E-08,1.99997E-08,1.33348E-08,6.66779E-09,3.00428E-08,5.00071E-09,1.00032E-08,4.99614E-09,2E-08,0.000199646,0.000199668,0.000199568,17.00432889,0.000399308,79.87307105,0.00019965,0.000598945,1.99999E-08,2.50025E-09,2.50026E-09,2.49998E-09,2.50016E-09,2.49852E-09,2.49985E-09,2.50058E-09,2.50011E-09,1.99996E-08,6.66673E-09,6.66676E-09,6.66526E-09,2.85565E-09,2.86397E-09,2.8551E-09,2.85365E-09,2.86478E-09,2.85481E-09,2.85448E-09,2.00001E-08,2.00037E-08,6.66548E-09,6.66661E-09,6.66679E-09,4.00039E-09,3.99996E-09,3.99981E-09,3.99916E-09,3.99748E-09,6.66863E-09,6.6644E-09,6.66626E-09,1.99995E-08,1.99991E-08,1.66622E-09,1.66653E-09,1.66662E-09,1.66661E-09,1.66867E-09,1.66687E-09,1.66652E-09,1.66655E-09,1.66747E-09,1.66634E-09,1.66653E-09,7.35962E-10,4.99992E-08,9.99792E-09,6.66602E-09,6.66683E-09,2.66657E-08,1.00511E-08,64.05058574,1.99995E-08
46,3.60004E-08,2.40079E-08,4.2235E-09,1.57788E-08,2.00024E-08,1.99997E-08,5.99902E-08,1.20002E-08,2.3998E-08,2.39892E-08,5.99916E-08,1.99932E-08,1.99943E-08,2.00011E-08,216.7109601,4.13483E-09,1.03439E-08,2.06913E-09,4.13853E-09,8.27319E-09,4.13614E-09,2.06914E-09,4.13795E-09,1.03418E-08,1.03441E-08,23.01362281,0,0.001207208,0.001206665,6.036308366,0.00345282,0.005815543,17.96202497,2.335740825,9.567516003,0.004577877,0.004579607,318.2940125,60.32208346,1.014840088,91.89243924,3230.429108,0.996246103,41.89542249,10.93286866,117403.5618,375.5949041,110.9119082,69.97195672,813.9566807,14.97653543,271.0144134,126.7829319,1.010140621,0.003618059,0.001206175,0.003216461,237.8418562,0.001202637,1.980766234,127.5009928,40.7527476,11.91139027,1.006020287,1.00345551,403.0279686,81.76209859,0.001203191,0.001209691,4.051804043,27.98552241,0.001205829,10.11522597,125.5468074,1678.544567,6.35432E-08,6.13096E-08,6.40215E-08,5.76917E-08,5.99939E-08,5.99398E-08,6.00106E-08,5.9996E-08,5.99858E-08,5.99695E-08,2.99937E-08,3.00013E-08,5.9995E-08,1.19976E-08,6.00043E-08,3.59944E-08,1.99987E-08,1.11978E-07,5.9992E-08,5.99936E-08,5.99908E-08,3.99988E-08,2.00006E-08,9.01159E-08,1.5E-08,3.00055E-08,1.49863E-08,5.99915E-08,0.001198571,0.001198699,0.001198101,176.4093869,0.002397233,1443.670815,4.993909146,0.003595747,5.99913E-08,7.49971E-09,7.49974E-09,7.4989E-09,7.49943E-09,7.4945E-09,7.49851E-09,7.50068E-09,7.49927E-09,5.99905E-08,1.99974E-08,1.99975E-08,1.9993E-08,8.56574E-09,8.5907E-09,8.56409E-09,8.55976E-09,8.59314E-09,8.56322E-09,8.56223E-09,5.99919E-08,6.00028E-08,1.99936E-08,1.9997E-08,1.99976E-08,1.19995E-08,1.19982E-08,1.19977E-08,1.19958E-08,1.19908E-08,2.00031E-08,1.99904E-08,1.9996E-08,5.999E-08,5.99888E-08,0.001198512,0.001198733,0.001198798,0.001198793,0.001200276,0.001198975,0.001198728,0.001198748,0.001199411,0.0011986,0.001198734,0.000529377,1.49977E-07,2.99895E-08,1.99953E-08,1.99977E-08,7.99859E-08,3.01491E-08,1424.280603,5.999E-08
47,1.50068E-08,1.00077E-08,1.76057E-09,6.57738E-09,8.338E-09,8.33685E-09,2.50069E-08,5.00228E-09,1.00036E-08,9.99988E-09,2.50075E-08,8.33417E-09,8.33461E-09,8.33747E-09,1996.440562,1.7236E-09,4.31186E-09,8.62515E-10,1.72515E-09,3.44868E-09,1.72415E-09,8.62522E-10,1.7249E-09,4.31097E-09,4.31193E-09,5.003861414,0,0.000503224,6.040847151,153.9158844,0.001480351,0.986907228,0.000998565,0.001976795,1.914919578,0.001908287,0.001813502,212.3330585,0.00130953,40.00770735,0.000199608,1.996494788,1.996488518,0.001396853,0.000998678,702.6771637,115832.0817,582.2132834,61.93210264,189.9196651,97.98171099,32.02791331,11.96810399,0.001408097,0.001407597,0.000502794,0.001508426,18.10056719,0.000501319,0.000994721,0.000896605,0.00198489,5.951466442,0.001499873,19.98494538,3.005589292,0.002418648,0.00050155,0.00040348,0.001913058,30.99312293,0.00050265,0.002530514,9.119474147,1921.882249,2.6488E-08,2.55569E-08,2.66874E-08,2.40488E-08,2.50084E-08,2.49859E-08,2.50154E-08,2.50093E-08,2.50051E-08,2.49983E-08,1.25029E-08,1.2506E-08,2.50089E-08,5.00121E-09,2.50128E-08,1.50043E-08,8.33645E-09,4.66781E-08,2.50076E-08,2.50083E-08,2.50071E-08,1.66735E-08,8.33723E-09,3.75648E-08,6.25276E-09,1.25078E-08,6.24705E-09,2.50075E-08,0.000499624,0.000499677,0.000499428,82.76170988,0.000999286,978.550556,1.000404799,0.001498887,2.50074E-08,3.12625E-09,3.12627E-09,3.12592E-09,3.12614E-09,3.12408E-09,3.12575E-09,3.12666E-09,3.12607E-09,2.5007E-08,8.33591E-09,8.33595E-09,8.33407E-09,3.57063E-09,3.58103E-09,3.56994E-09,3.56813E-09,3.58205E-09,3.56958E-09,3.56916E-09,2.50076E-08,2.50122E-08,8.33435E-09,8.33575E-09,8.33598E-09,5.00199E-09,5.00145E-09,5.00126E-09,5.00045E-09,4.99835E-09,8.33828E-09,8.33299E-09,8.33532E-09,2.50068E-08,2.50063E-08,0.000499599,0.000499692,0.000499719,0.000499717,0.000500335,0.000499793,0.000499689,0.000499698,0.000499974,0.000499636,0.000499692,0.000220671,6.25177E-08,1.25011E-08,8.33502E-09,8.33603E-09,3.33421E-08,1.25676E-08,793.8127814,2.50068E-08
48,6.00125E-09,4.0021E-09,7.04056E-10,2.63031E-09,3.33439E-09,3.33393E-09,1.00003E-08,2.00043E-09,4.00045E-09,3.99898E-09,1.00006E-08,3.33286E-09,3.33304E-09,3.33418E-09,115.902445,6.89274E-10,1.72433E-09,3.44922E-10,6.89892E-10,1.37914E-09,6.89493E-10,3.44925E-10,6.89794E-10,1.72397E-09,1.72436E-09,10.98332657,0,0.000201241,0.000100648,0.000402303,0.000591997,0.000985839,0.000399329,4.661864781,1.908500839,0.00076313,3.817615306,6.03841669,0.00050348,0.002407408,10.99227925,1.998378118,0.000399191,0.000598493,0.000299348,297.9981293,532.8486385,63753.8738,342.4871307,266.7711635,0.000598839,542.3212416,5.007985938,0.000603297,0.000603129,0.000201069,8.040089058,0.001709334,0.000200479,0.000397792,6.962816609,0.000793764,3.969214082,0.000599804,3.007296904,46.98363855,25.18592586,0.000200571,0.000201655,0.000603749,0.001400973,0.000201011,0.00101196,10.11892822,376.564748,1.05926E-08,1.02203E-08,1.06724E-08,9.61719E-09,1.00009E-08,9.99193E-09,1.00037E-08,1.00013E-08,9.9996E-09,9.99688E-09,4.99993E-09,5.00121E-09,1.00011E-08,2E-09,1.00027E-08,6.00025E-09,3.33377E-09,1.86667E-08,1.00006E-08,1.00009E-08,1.00004E-08,6.66778E-09,3.33408E-09,1.50223E-08,2.5005E-09,5.00191E-09,2.49821E-09,1.00006E-08,0.000199801,0.000199823,0.000199723,46.86492507,0.000399618,438.8330225,0.000199805,0.000599409,1.00005E-08,1.2502E-09,1.2502E-09,1.25006E-09,1.25015E-09,1.24933E-09,1.25E-09,1.25036E-09,1.25012E-09,1.00004E-08,3.33356E-09,3.33357E-09,3.33282E-09,1.42791E-09,1.43207E-09,1.42763E-09,1.42691E-09,1.43247E-09,1.42748E-09,1.42732E-09,1.00006E-08,1.00024E-08,3.33293E-09,3.33349E-09,3.33359E-09,2.00031E-09,2.00009E-09,2.00002E-09,1.99969E-09,1.99885E-09,3.3345E-09,3.33239E-09,3.33332E-09,1.00003E-08,1.00001E-08,0.000199791,0.000199828,0.000199839,214.9825845,0.000200085,0.000199869,0.000199827,0.000199831,0.000199941,0.000199806,0.000199828,8.82469E-05,2.5001E-08,4.99924E-09,3.3332E-09,3.33361E-09,1.33336E-08,5.02584E-09,447.660024,1.00003E-08
