SECTORNUMBER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166
73,2.72876E-08,1.81975E-08,3.20133E-09,1.196E-08,1.51614E-08,1.51594E-08,4.54715E-08,9.09592E-09,1.819E-08,1.81833E-08,4.54725E-08,1.51545E-08,1.51553E-08,1.51605E-08,9.9787874,0.000967942,0.002421457,0.000484372,0.000968809,0.00193671,0.00096825,0.000484376,0.000968672,0.002420959,0.002421499,8.337466623,7.008402987,3.893129776,0.000486155,0.000777764,0.001329881,8.17310418,0.000898549,0.001987156,0.005191424,2.000356323,0.001898425,14.87467714,97.33664432,0.005755679,0.000538129,0.000538048,0.001075627,3.224093077,0.001076121,18.10469561,0.002514444,11.06615385,0.000401772,5.039266011,0.001206216,1.009648389,0.002013687,0.001491795,0.001491379,0.00049719,0.001491615,115.3809866,0.000495732,0.001002997,0.001004544,0.001901268,0.002993557,0.001498207,0.00199893,17.00113011,1.001918096,0.000497389,0.000500077,1.003421493,18.05124071,0.000501439,82384.57408,7.018032038,3990.182963,4.81645E-08,4.64715E-08,4.85271E-08,4.37292E-08,4.54742E-08,4.54332E-08,4.54869E-08,4.54758E-08,4.54681E-08,4.54557E-08,2.27346E-08,2.27404E-08,4.5475E-08,9.09398E-09,4.54821E-08,2.72831E-08,1.51586E-08,8.48774E-08,4.54728E-08,4.5474E-08,4.54719E-08,3.03183E-08,1.516E-08,6.83061E-08,1.13697E-08,2.27436E-08,1.13594E-08,4.54724E-08,0.000499797,0.00049985,0.000499601,253.4720226,0.000999632,7764.152219,283.0524608,0.001499405,4.54723E-08,5.68464E-09,5.68466E-09,5.68402E-09,5.68443E-09,5.68069E-09,5.68373E-09,5.68537E-09,5.6843E-09,4.54716E-08,1.51576E-08,1.51577E-08,1.51543E-08,6.49267E-09,6.51159E-09,6.49142E-09,6.48813E-09,6.51344E-09,6.49076E-09,6.49E-09,4.54727E-08,4.5481E-08,1.51548E-08,1.51574E-08,1.51578E-08,9.09538E-09,9.0944E-09,9.09406E-09,9.09259E-09,9.08876E-09,1.51619E-08,1.51523E-08,1.51566E-08,4.54712E-08,4.54703E-08,3.78836E-09,3.78906E-09,3.78926E-09,3.78925E-09,3.79394E-09,3.78982E-09,3.78904E-09,3.7891E-09,3.7912E-09,3.78864E-09,3.78906E-09,1.6733E-09,1.13679E-07,2.27315E-08,1.5156E-08,1.51579E-08,6.06278E-08,2.28524E-08,0,4.54713E-08
74,3.27329E-08,2.18289E-08,3.84017E-09,1.43467E-08,1.8187E-08,1.81845E-08,5.45454E-08,1.0911E-08,2.18199E-08,2.18119E-08,5.45467E-08,1.81786E-08,1.81796E-08,1.81858E-08,745.1417573,0.001161098,0.002904666,0.00058103,0.001162138,0.002323187,0.001161467,0.000581035,0.001161973,0.002904069,0.972174407,16.66644615,601.2013543,14.60593443,0.000583169,47.50692929,0.001840652,38.83108488,158.0121483,0.998141554,43.90200148,0.002396262,138.1153022,34.71411823,138.1300423,37.0229822,2.155299199,1.077683671,3.230279925,4.306388111,0.001290865,54.3828332,25.17780246,202.2935504,2.011585172,110.7816536,3.019372265,23.14687001,0.002415525,0.001789487,0.001689495,64.67474967,0.997353402,3.97980082,0.992994562,20.99266941,0.001205005,0.002400791,0.003491344,0.00179718,0.002397824,10.99701813,21.99576177,0.000596645,0.000599869,0.00189672,173.9175152,0.000601503,1.000035206,55668.31165,1092.445088,5.77759E-08,5.57451E-08,5.82108E-08,5.24556E-08,5.45487E-08,5.44995E-08,5.4564E-08,5.45507E-08,5.45414E-08,5.45265E-08,2.72714E-08,2.72784E-08,5.45497E-08,1.09087E-08,5.45582E-08,3.27275E-08,1.81836E-08,1.01815E-07,5.4547E-08,5.45485E-08,5.45459E-08,3.63684E-08,1.81853E-08,8.19368E-08,1.36386E-08,2.72822E-08,1.36261E-08,5.45466E-08,0.000599533,0.000599597,0.000599298,173.6114665,0.001199112,1375.831626,2766.802809,0.001798617,5.45464E-08,6.81903E-09,6.81905E-09,6.81829E-09,6.81877E-09,6.81428E-09,6.81793E-09,6.81991E-09,6.81862E-09,5.45456E-08,1.81824E-08,1.81825E-08,1.81784E-08,7.7883E-09,7.811E-09,7.7868E-09,7.78286E-09,7.81322E-09,7.78601E-09,7.78511E-09,5.45469E-08,5.45569E-08,1.8179E-08,1.81821E-08,1.81826E-08,1.09104E-08,1.09092E-08,1.09088E-08,1.0907E-08,1.09025E-08,1.81876E-08,1.8176E-08,1.81811E-08,5.45452E-08,5.45441E-08,4.54434E-09,4.54518E-09,4.54542E-09,4.5454E-09,4.55103E-09,4.5461E-09,4.54516E-09,4.54523E-09,4.54775E-09,4.54467E-09,4.54518E-09,2.00721E-09,1.36364E-07,2.72676E-08,1.81805E-08,1.81827E-08,7.27262E-08,2.74127E-08,0,5.45452E-08
75,6.00125E-08,4.0021E-08,0.000232342,0.000868017,0.001100366,79.01926008,1.00003E-07,2.00043E-08,4.00045E-08,3.99898E-08,1.00006E-07,3.33286E-08,3.33304E-08,3.33418E-08,5581.061612,0.00199882,0.005501238,0.00110043,0.00220101,0.004399957,1132.981975,0.001100439,0.002200698,0.005500107,0.005401325,1.00002E-07,1.0002E-07,2.50077E-08,2.49964E-08,4.99931E-08,3.75201E-08,6.24813E-08,9.99934E-08,9.9998E-08,5.78796E-08,2.10562E-08,2.10641E-08,6.99777E-08,3.00282E-08,1.00063E-07,1.11141E-08,1.11124E-08,2.22152E-08,3.33064E-08,2.22254E-08,6.00122E-08,2.49937E-08,9.99955E-09,4.99261E-09,0.018048288,0.973280155,0.004269116,0.004271033,1.50038E-08,1.49996E-08,5.00052E-09,1.5002E-08,4.5014E-08,4.98586E-09,1.43258E-08,1.43479E-08,2.85861E-08,4.2757E-08,0.003299971,0.00440287,58.9969957,4.54896E-08,9.05523E-09,9.10415E-09,3.63581E-08,8.74259E-08,1.25438E-08,0.005461181,3.993986614,1956402.055,1.05926E-07,1.02203E-07,1.06724E-07,9.61719E-08,1.0001E-07,9.99194E-08,1.00037E-07,1.00013E-07,9.9996E-08,61.98068707,524.0582984,0.001100361,320.0363471,2E-08,1.00027E-07,6.00025E-08,3.33377E-08,1.86667E-07,1.00006E-07,1.00009E-07,1.00004E-07,6.66778E-08,3.33408E-08,1.50223E-07,2217.943969,9193.775754,0.001098962,1.00006E-07,0.001102267,0.001102385,0.001101835,7201.476161,0.002204618,490.00306,0.000300679,0.003306833,1.00005E-07,0.001099665,0.001099669,0.001099546,21.99327446,0.0010989,0.001099489,0.001099807,0.000999639,1.00004E-07,0,0,0,1.42791E-08,1.43207E-08,1.42763E-08,1.42691E-08,1.43247E-08,1.42749E-08,1.42732E-08,1.00006E-07,1.00024E-07,3.33293E-08,3.33349E-08,3.33359E-08,2.00031E-08,2.00009E-08,2.00002E-08,1.99969E-08,1.99885E-08,3.3345E-08,3.33239E-08,3.33332E-08,1.00003E-07,1.00001E-07,4617.907406,21873.12159,20569.44808,23526.07515,0.001101353,0.001100159,0.001099932,0.00109995,0.001100559,0.001099815,0.001099937,0.000485747,2.5001E-07,4.99924E-08,3.3332E-08,3.33361E-08,1.33336E-07,5.02584E-08,9.99986E-08,1.00003E-07
76,6.00135E-08,4.00217E-08,7.04068E-09,2.63036E-08,3.33445E-08,3.33399E-08,1.00005E-07,2.00046E-08,4.00052E-08,3.99905E-08,1.00008E-07,3.33292E-08,3.33309E-08,3.33424E-08,6.000170662,6.89286E-09,1.72436E-08,3.44928E-09,6.89904E-09,1.37916E-08,6.89505E-09,3.44931E-09,6.89806E-09,1.724E-08,1.72439E-08,1.00004E-07,1.00021E-07,2.50081E-08,2.49969E-08,4.9994E-08,3.75207E-08,6.24824E-08,9.99951E-08,9.99997E-08,5.78806E-08,2.10565E-08,2.10645E-08,6.99789E-08,3.00287E-08,1.00064E-07,1.11143E-08,1.11126E-08,2.22155E-08,3.3307E-08,2.22258E-08,6.00132E-08,2.49941E-08,9.99973E-09,4.99269E-09,6.07135E-08,1.07002E-08,1.42843E-08,1.42907E-08,1.50041E-08,1.49999E-08,5.00061E-09,1.50023E-08,4.50148E-08,4.98594E-09,1.43261E-08,1.43482E-08,2.85866E-08,4.27578E-08,2.14229E-08,2.85828E-08,5.00041E-08,4.54904E-08,9.05539E-09,9.10431E-09,3.63587E-08,8.74274E-08,1.25441E-08,4.54362E-08,5.45518E-08,1.00002E-07,317510.9717,1.02205E-07,1.06726E-07,9.61736E-08,1.00011E-07,9.99211E-08,1.00039E-07,0,9.99978E-08,9.99706E-08,0,0,0,2.00004E-08,1.00029E-07,6.00036E-08,3.33383E-08,1.86671E-07,3572.288875,1.00011E-07,1.00006E-07,0,0,1.50225E-07,154.011036,7.002210122,9.99159E-05,1.00007E-07,9.99671E-05,9.99777E-05,9.99279E-05,67.00559647,0.000199942,2.999227089,9.99688E-05,0.000299904,1.00007E-07,1.25022E-08,1.25023E-08,1.25009E-08,1.25017E-08,1.24935E-08,1.25002E-08,1.25038E-08,1.25015E-08,1.00006E-07,0,0,0,1.42793E-08,1.43209E-08,1.42766E-08,1.42693E-08,1.4325E-08,1.42751E-08,1.42734E-08,1.00008E-07,1.00026E-07,3.33299E-08,3.33355E-08,3.33364E-08,2.00034E-08,2.00013E-08,2.00005E-08,1.99973E-08,1.99889E-08,0.000100039,9.99757E-05,90.00328662,1.00005E-07,1.00003E-07,49713.01113,0.00010002,0.000100026,2381.607554,0.000100149,0.000100041,0.00010002,0.000100022,0.000100077,0.000100009,0.000100021,4.41704E-05,2.50015E-07,4.99933E-08,3.33326E-08,3.33366E-08,1.33338E-07,5.02593E-08,1E-07,1.00005E-07
77,6.00143E-08,4.00222E-08,7.04077E-09,2.63039E-08,3.33449E-08,3.33404E-08,1.00007E-07,2.00049E-08,4.00057E-08,3.99911E-08,1.00009E-07,3.33296E-08,3.33314E-08,3.33428E-08,0,0.000199886,0.000500046,0.000100026,0.000200065,0.000399943,0.000199949,0.000100027,8375.306128,0.000499943,0.000500054,1.00005E-07,1.00023E-07,2.50084E-08,2.49972E-08,4.99946E-08,3.75212E-08,6.24832E-08,9.99964E-08,1.00001E-07,5.78814E-08,2.10568E-08,2.10648E-08,6.99798E-08,3.00291E-08,1.00066E-07,1.11144E-08,1.11128E-08,2.22158E-08,3.33074E-08,2.2226E-08,6.0014E-08,2.49945E-08,9.99986E-09,4.99276E-09,6.07143E-08,1.07003E-08,1.42845E-08,1.42909E-08,1.50043E-08,1.50001E-08,5.00067E-09,1.50025E-08,4.50154E-08,4.98601E-09,1.43262E-08,1.43484E-08,2.85869E-08,4.27583E-08,2.14232E-08,2.85831E-08,5.00047E-08,4.5491E-08,9.05551E-09,9.10443E-09,3.63592E-08,8.74285E-08,1.25442E-08,4.54368E-08,5.45525E-08,1.00003E-07,1.05929E-07,235960.0301,1.06727E-07,9.61748E-08,1.00013E-07,9.99224E-08,1.00041E-07,1.00016E-07,9.99991E-08,9.99719E-08,5.00008E-08,5.00136E-08,0,2.00006E-08,1.0003E-07,6.00043E-08,3.33388E-08,1.86673E-07,35.00328838,1.00012E-07,1.00007E-07,6.66798E-08,3.33419E-08,1.50227E-07,9.99821E-05,7.000451573,9.98908E-05,1.00009E-07,9.99085E-05,9.99191E-05,9.98693E-05,8.000772887,0.000199824,0.999156181,9.99102E-05,0.000299728,1.00008E-07,9.99757E-05,9.99761E-05,9.99649E-05,1.999440429,9.99062E-05,9.99597E-05,9.99886E-05,9.99698E-05,1.00007E-07,3.33366E-08,3.33367E-08,3.33292E-08,1.42795E-08,1.43211E-08,1.42767E-08,1.42695E-08,1.43252E-08,1.42753E-08,1.42736E-08,1.00009E-07,1.00028E-07,3.33303E-08,3.3336E-08,3.33369E-08,2.00037E-08,2.00016E-08,2.00008E-08,1.99976E-08,1.99892E-08,0,0,0,1.00006E-07,9942.406994,0,0,0,0,0,0,0,0,0,0,0,0,2.50018E-07,4.9994E-08,3.3333E-08,3.33371E-08,1.3334E-07,5.02599E-08,1.00002E-07,1.00006E-07
78,6.00087E-08,4.00185E-08,7.04012E-09,2.63015E-08,3.33418E-08,3.33372E-08,9.99972E-08,2.0003E-08,4.0002E-08,3.99873E-08,9.99995E-08,3.33265E-08,3.33283E-08,3.33397E-08,2286.881823,0.000199867,0.000499998,0.000100016,0.000200046,0.000399905,0.000199931,0.000100017,2002.884486,0.000499896,0.000500007,9.99956E-08,0,2.50061E-08,2.49949E-08,4.99899E-08,3.75177E-08,6.24774E-08,9.99871E-08,9.99917E-08,5.7876E-08,2.10548E-08,2.10628E-08,6.99733E-08,3.00263E-08,1.00056E-07,1.11134E-08,1.11117E-08,2.22138E-08,3.33043E-08,2.2224E-08,6.00084E-08,2.49921E-08,9.99893E-09,4.99229E-09,6.07086E-08,1.06993E-08,1.42831E-08,1.42896E-08,1.50029E-08,1.49987E-08,5.00021E-09,1.50011E-08,4.50112E-08,4.98555E-09,1.43249E-08,1.4347E-08,2.85843E-08,4.27543E-08,2.14212E-08,2.85805E-08,5.00001E-08,4.54867E-08,9.05466E-09,9.10358E-09,3.63558E-08,8.74204E-08,1.2543E-08,4.54326E-08,5.45474E-08,9.99938E-08,1.0592E-07,1.02197E-07,235187.0792,9.61659E-08,1.00003E-07,9.99131E-08,1.00031E-07,1.00007E-07,9.99897E-08,9.99626E-08,4.99962E-08,5.0009E-08,1.00005E-07,1.99988E-08,1.00021E-07,5.99988E-08,3.33356E-08,1.86656E-07,1E-07,1.00003E-07,9.99981E-08,6.66736E-08,3.33388E-08,1.50213E-07,0,0,0,9.99993E-08,0,0,0,0,0,0,0,0,9.9999E-08,0,0,0,0,0,0,0,0,9.99976E-08,3.33335E-08,3.33336E-08,3.33261E-08,0,0,0,0,0,0,0,9.99999E-08,1.00018E-07,3.33272E-08,3.33329E-08,3.33338E-08,2.00018E-08,1.99997E-08,1.99989E-08,1.99957E-08,1.99873E-08,3.3343E-08,3.33218E-08,3.33311E-08,9.99968E-08,7397.613373,1641.729982,174.1095144,0.000100068,48.03262884,0,0.000100083,0,0,0.00010012,0.000100052,0.000100063,4.41892E-05,2.49995E-07,4.99893E-08,3.33299E-08,3.3334E-08,1.33328E-07,5.02553E-08,9.99924E-08,9.99969E-08
79,191.0630193,0.002400651,7.04061E-09,2.63033E-08,3.33442E-08,3.33396E-08,1.00004E-07,2.00044E-08,4.00048E-08,3.99901E-08,1.00007E-07,3.33289E-08,3.33306E-08,3.33421E-08,4644.084383,0,0,0,0,0,0,0,0,0,0,1.00003E-07,0,2.50078E-08,2.49966E-08,4.99934E-08,3.75203E-08,6.24817E-08,0,9.99987E-08,5.788E-08,2.10563E-08,2.10643E-08,6.99782E-08,3.00284E-08,1.00063E-07,1.11142E-08,1.11125E-08,2.22153E-08,3.33067E-08,2.22255E-08,6.00126E-08,2.49939E-08,9.99962E-09,4.99264E-09,6.07129E-08,1.07001E-08,1.42841E-08,1.42906E-08,1.50039E-08,1.49997E-08,5.00056E-09,1.50021E-08,4.50143E-08,4.98589E-09,1.43259E-08,1.4348E-08,2.85863E-08,4.27573E-08,2.14227E-08,2.85825E-08,5.00035E-08,4.54899E-08,9.0553E-09,9.10422E-09,3.63584E-08,8.74265E-08,1.25439E-08,0.002994122,1634.782946,1.00001E-07,1.05927E-07,1.02204E-07,1.06724E-07,926887.4489,1.0001E-07,9.99201E-08,1.00038E-07,1.00014E-07,9.99967E-08,9.99696E-08,0,0,0,2.00002E-08,407.1124402,0,3.3338E-08,1.46669E-07,293.0206853,1.0001E-07,1.00005E-07,0,0,1.00002E-07,1.000789272,1212.083171,0.00059924,1.00006E-07,0.000599616,0.00059968,0.000599381,1503.110103,0.001199278,4603.144719,0.000599627,22.99966458,1.00006E-07,0.000599651,0.000599654,0.000599587,122.0017039,0.000599234,0.000599555,0.00039972,0.000599616,1.00005E-07,0.000599752,0.000599754,99.99980178,0.00059983,0.000601578,8.996612845,0.000599411,0.000601749,0.000599653,0.000599584,1.00007E-07,1.00025E-07,3.33295E-08,3.33352E-08,3.33361E-08,2.00032E-08,2.00011E-08,2.00003E-08,1.99971E-08,1.99887E-08,0.000599856,0.000599476,312.0076824,1.00004E-07,17585.30919,2070.111282,3765.735864,0.00059979,3324.294762,0.000500437,0.000599878,0.000599754,2457.842962,0.000600096,0.000599691,0.000499735,0.000264861,2.50012E-07,4.99928E-08,3.33323E-08,3.33363E-08,1.33337E-07,0,9.99994E-08,1.00004E-07
80,6.00068E-08,4.00172E-08,2.11216E-05,7.89091E-05,0.000100031,735.1294142,9.9994E-08,2.00024E-08,4.00007E-08,3.9986E-08,9.99963E-08,3.33254E-08,3.33272E-08,3.33386E-08,35.99696716,6.89209E-09,1.72416E-08,3.4489E-09,6.89826E-09,1.37901E-08,6.89428E-09,3.44892E-09,6.89728E-09,1.72381E-08,1.72419E-08,9.99923E-08,1.0001E-07,2.50053E-08,2.49941E-08,4.99883E-08,3.75165E-08,6.24753E-08,9.99838E-08,9.99884E-08,5.78741E-08,2.10541E-08,2.10621E-08,6.9971E-08,3.00253E-08,1.00053E-07,1.1113E-08,1.11114E-08,2.2213E-08,3.33032E-08,2.22232E-08,6.00064E-08,2.49913E-08,9.9986E-09,4.99213E-09,6.07067E-08,1.0699E-08,1.42827E-08,1.42891E-08,1.50024E-08,1.49982E-08,5.00005E-09,1.50006E-08,4.50097E-08,4.98538E-09,1.43244E-08,1.43466E-08,2.85834E-08,4.27529E-08,2.14205E-08,2.85795E-08,4.99984E-08,4.54853E-08,9.05437E-09,9.10329E-09,3.63546E-08,8.74175E-08,1.25426E-08,4.54311E-08,5.45456E-08,0,1.05916E-07,1.02193E-07,1.06713E-07,9.61627E-08,231532.9895,9.99098E-08,1.00028E-07,1.00004E-07,9.99865E-08,9.99593E-08,1570.028357,0,1.00002E-07,1.99981E-08,1.00017E-07,5.99968E-08,3.33346E-08,1.8665E-07,9.99968E-08,9.99995E-08,9.99948E-08,6.66714E-08,3.33377E-08,1.50209E-07,9.99831E-05,601.980107,9.98919E-05,9.99961E-08,9.99826E-05,1380.907521,9.99434E-05,98.99711256,0.000199973,260.9734326,9.99844E-05,0.000299951,9.99957E-08,1.25008E-08,1.25008E-08,1.24994E-08,1.25003E-08,1.24921E-08,1.24988E-08,1.25024E-08,1.25001E-08,9.99943E-08,3.33324E-08,3.33325E-08,3.3325E-08,0.000100036,0.000100328,0.000100017,9.99661E-05,0.000100356,0.000100007,83.99578696,9.99967E-08,1.00015E-07,3.33261E-08,3.33318E-08,3.33327E-08,2.00012E-08,1.9999E-08,1.99983E-08,1.9995E-08,1.99866E-08,3.33419E-08,3.33207E-08,3.333E-08,9.99935E-08,9.99915E-08,8.33078E-09,8.33232E-09,8.33278E-09,8.33274E-09,8.34305E-09,8.33401E-09,8.33229E-09,8.33243E-09,8.33704E-09,8.3314E-09,8.33233E-09,3.67967E-09,2.49987E-07,4.99877E-08,3.33288E-08,3.33329E-08,1.33323E-07,5.02536E-08,9.99891E-08,9.99936E-08
81,6.0061E-08,4.00534E-08,7.04625E-09,2.63244E-08,3.33709E-08,3.33663E-08,1.00084E-07,2.00205E-08,4.00369E-08,4.00222E-08,1.00087E-07,3.33556E-08,3.33573E-08,3.33688E-08,162.1327952,6.89832E-09,1.72572E-08,3.45201E-09,6.9045E-09,1.38025E-08,6.90051E-09,3.45204E-09,6.90352E-09,1.72537E-08,1.72575E-08,1.00083E-07,1.00101E-07,2.50279E-08,2.50166E-08,5.00335E-08,3.75504E-08,6.25318E-08,1.00074E-07,1.00079E-07,5.79264E-08,2.10732E-08,2.10811E-08,7.00343E-08,3.00524E-08,1.00144E-07,1.11231E-08,1.11214E-08,2.22331E-08,3.33334E-08,2.22433E-08,6.00607E-08,2.50139E-08,1.00076E-08,4.99664E-09,6.07616E-08,1.07086E-08,1.42956E-08,1.4302E-08,1.5016E-08,1.50118E-08,5.00457E-09,1.50141E-08,4.50504E-08,4.98989E-09,1.43374E-08,1.43595E-08,2.86092E-08,4.27916E-08,2.14399E-08,2.86054E-08,5.00436E-08,4.55264E-08,9.06256E-09,9.11152E-09,3.63875E-08,8.74966E-08,1.2554E-08,4.54722E-08,5.45949E-08,1.00081E-07,1.06012E-07,1.02286E-07,1.0681E-07,9.62497E-08,1.0009E-07,78543.12671,1.00118E-07,1.00094E-07,1.00077E-07,1.0005E-07,5.00397E-08,5.00525E-08,1.00092E-07,2.00162E-08,1.00108E-07,6.0051E-08,3.33647E-08,1.86818E-07,1.00087E-07,1.0009E-07,1.00085E-07,6.67317E-08,3.33678E-08,1.50344E-07,0.000100073,434.3779452,9.99821E-05,1.00086E-07,0.000100076,0.000100087,0.000100037,115.100608,0.000200159,314.2608337,0.000100078,0.00030023,1.00086E-07,1.25121E-08,1.25121E-08,1.25107E-08,1.25116E-08,1.25034E-08,1.25101E-08,1.25137E-08,1.25114E-08,1.00085E-07,3.33625E-08,3.33627E-08,3.33551E-08,1.42906E-08,1.43323E-08,1.42878E-08,1.42806E-08,1.43363E-08,1.42864E-08,1.42847E-08,1.00087E-07,1.00105E-07,3.33563E-08,3.33619E-08,3.33628E-08,2.00193E-08,2.00171E-08,2.00164E-08,2.00131E-08,2.00047E-08,3.3372E-08,3.33509E-08,3.33602E-08,1.00084E-07,1.00082E-07,8.33832E-09,8.33985E-09,8.34031E-09,8.34027E-09,8.35059E-09,8.34154E-09,8.33982E-09,8.33996E-09,8.34457E-09,8.33893E-09,8.33986E-09,3.68299E-09,2.50212E-07,5.00329E-08,3.3359E-08,3.3363E-08,1.33444E-07,5.0299E-08,1.0008E-07,1.00084E-07
82,5.99897E-08,4.00059E-08,7.03789E-09,2.62932E-08,3.33313E-08,3.33267E-08,9.99656E-08,1.99967E-08,3.99894E-08,3.99747E-08,9.99679E-08,3.3316E-08,3.33177E-08,3.33292E-08,0.99963191,6.89013E-09,1.72367E-08,3.44792E-09,6.8963E-09,1.37861E-08,6.89232E-09,3.44795E-09,6.89532E-09,1.72332E-08,1.7237E-08,9.99639E-08,9.99817E-08,2.49982E-08,2.4987E-08,4.99741E-08,3.75058E-08,6.24576E-08,9.99554E-08,9.99601E-08,5.78577E-08,2.10482E-08,2.10561E-08,6.99512E-08,3.00168E-08,1.00025E-07,1.11099E-08,1.11082E-08,2.22067E-08,3.32938E-08,2.22169E-08,5.99894E-08,2.49842E-08,9.99576E-09,4.99071E-09,6.06894E-08,1.06959E-08,1.42786E-08,1.4285E-08,1.49981E-08,1.4994E-08,4.99863E-09,1.49963E-08,4.49969E-08,4.98397E-09,1.43204E-08,1.43425E-08,2.85752E-08,4.27408E-08,2.14144E-08,2.85714E-08,4.99842E-08,4.54723E-08,9.0518E-09,9.1007E-09,3.63443E-08,8.73927E-08,1.25391E-08,4.54182E-08,5.45301E-08,9.99621E-08,1.05886E-07,1.02164E-07,1.06683E-07,9.61355E-08,9.99716E-08,9.98815E-08,52242.75801,9.99752E-08,9.99581E-08,9.99309E-08,2395.363015,9.9999E-05,9.99734E-08,1.99924E-08,9.9989E-08,5.99798E-08,3.33251E-08,1.86597E-07,9.99684E-08,9.99711E-08,9.99665E-08,6.66525E-08,3.33282E-08,1.50166E-07,0,0,0,9.99677E-08,9.99548E-05,9.99654E-05,9.99155E-05,7.997495791,0.000199917,33.98705489,9.99565E-05,0.000299867,9.99673E-08,1.24972E-08,1.24973E-08,1.24959E-08,1.24968E-08,1.24886E-08,1.24952E-08,1.24989E-08,1.24965E-08,9.99659E-08,3.33229E-08,3.33231E-08,3.33156E-08,1.42736E-08,1.43152E-08,1.42709E-08,1.42637E-08,1.43193E-08,1.42694E-08,1.42678E-08,9.99683E-08,9.99865E-08,3.33167E-08,3.33223E-08,3.33232E-08,1.99955E-08,1.99934E-08,1.99926E-08,1.99894E-08,1.9981E-08,0.000100027,295.8936826,0,9.99651E-08,9.99631E-08,8.32842E-09,8.32996E-09,8.33041E-09,8.33038E-09,8.34068E-09,8.33164E-09,8.32992E-09,8.33006E-09,8.33467E-09,8.32904E-09,8.32996E-09,3.67862E-09,2.49916E-07,4.99735E-08,3.33194E-08,3.33234E-08,1.33286E-07,5.02394E-08,9.99607E-08,9.99652E-08
83,6.00046E-08,4.00158E-08,7.03964E-09,2.62997E-08,3.33396E-08,3.3335E-08,9.99904E-08,2.00017E-08,3.99993E-08,3.99846E-08,9.99927E-08,3.33243E-08,3.3326E-08,3.33374E-08,31.99616086,6.89184E-09,1.7241E-08,3.44877E-09,6.89801E-09,1.37896E-08,6.89403E-09,3.4488E-09,6.89703E-09,1.72375E-08,1.72413E-08,9.99887E-08,1.00007E-07,2.50044E-08,2.49932E-08,4.99865E-08,3.75151E-08,6.24731E-08,9.99803E-08,9.99849E-08,5.7872E-08,2.10534E-08,2.10614E-08,6.99685E-08,3.00242E-08,1.0005E-07,1.11126E-08,1.1111E-08,2.22123E-08,3.33021E-08,2.22225E-08,6.00043E-08,2.49904E-08,9.99824E-09,4.99195E-09,6.07045E-08,1.06986E-08,1.42822E-08,1.42886E-08,1.50019E-08,1.49977E-08,4.99987E-09,1.5E-08,4.50081E-08,4.9852E-09,1.43239E-08,1.4346E-08,2.85823E-08,4.27514E-08,2.14197E-08,2.85785E-08,4.99966E-08,4.54836E-08,9.05405E-09,9.10296E-09,3.63533E-08,8.74144E-08,1.25422E-08,4.54295E-08,5.45437E-08,9.9987E-08,1.05912E-07,1.0219E-07,1.0671E-07,9.61593E-08,9.99964E-08,9.99063E-08,1.00024E-07,337213.9069,9.99829E-08,9.99558E-08,2820.341237,15820.34909,5883.897374,1.99974E-08,1.00014E-07,5.99947E-08,3.33334E-08,1.86643E-07,9.99932E-08,9.99959E-08,9.99913E-08,6.6669E-08,3.33365E-08,1.50203E-07,308.9794921,0.000200023,9.99021E-05,9.99925E-08,9.99834E-05,9.99941E-05,9.99442E-05,79.99480834,75.98883755,216.9795395,9.99851E-05,0.000299953,9.99922E-08,1.25004E-08,1.25004E-08,1.2499E-08,1.24999E-08,1.24917E-08,1.24983E-08,1.2502E-08,1.24996E-08,4701.56556,3.33312E-08,3.33313E-08,3.33238E-08,1.42772E-08,1.43188E-08,1.42744E-08,1.42672E-08,1.43229E-08,1.4273E-08,1.42713E-08,9.99931E-08,1.00011E-07,3.33249E-08,3.33306E-08,3.33315E-08,2.00005E-08,1.99983E-08,1.99976E-08,1.99943E-08,1.99859E-08,3.33407E-08,3.33195E-08,3.33288E-08,9.99899E-08,9.99879E-08,8.33049E-09,8.33202E-09,8.33248E-09,8.33244E-09,8.34275E-09,8.33371E-09,8.33199E-09,8.33213E-09,8.33674E-09,8.3311E-09,8.33203E-09,3.67954E-09,2.49978E-07,4.99859E-08,3.33277E-08,3.33317E-08,1.33319E-07,5.02518E-08,9.99855E-08,9.999E-08
